field1,Game_id,Person_id,Team_id,First_Name,Last_Name,minutes,Field_Goals,Field_Goals_Attempted,Field_Goal_Percentage,Three_Pointers,Three_Pointers_Attempted,Three_Point_Percentage,Free_Throws,Free_Throws_Attempted,Free_Throw_Percentage,Offensive_Rebounds,Defensive_Rebounds,Assists,Personal_Fouls,Steals,Turnovers,Blocked_Shots,Points,location,outcome,season_id,vs_team_id,league_id,Technical_Fouls,Flagrant_Fouls,Ejections,Points_In_Paint,Fast_Break_Points,Triple_Doubles,Double_Doubles,actual_minutes,actual_seconds,Plus_Minus,Blocks_Against,PTS_OFF_TO,Second_Chance_PTS,Total_Rebounds,points_per_36,rebounds_per_36,assists_per_36,steals_per_36,blocks_per_36
323160,21600030,101139,1610612754,CJ,Miles,20,4,11,0.364,1,2,0.5,0,0,0,0,1,2,2,1,0,2,9,A,L,2016,1610612741,0,0,0,0,4,2,0,0,19,58,-13,1,0,0,1,16.2,1.8,3.6,1.8,1.8
323180,21600030,1626245,1610612741,Cristiano,Felicio,20,3,5,0.6,0,0,0,1,2,0.5,3,5,0,2,0,1,0,7,H,W,2016,1610612754,0,0,0,0,4,0,0,0,19,30,5,1,0,2,8,12.6,14.4,0,0,1.8
323212,21600032,201988,1610612759,Patty,Mills,24,6,9,0.667,4,7,0.571,2,2,1,1,0,5,0,0,1,0,18,H,W,2016,1610612740,0,0,0,0,4,2,0,0,24,16,11,0,6,0,1,27,1.5,7.5,0,0
323229,21600032,1627879,1610612759,Nicolas,Laprovittola,22,2,5,0.4,0,3,0,3,3,1,0,4,4,2,0,1,0,7,H,W,2016,1610612740,0,0,0,0,4,0,0,0,21,50,7,0,2,0,4,11.45454545,6.545454545,6.545454545,0,0
323277,21600035,200755,1610612746,JJ,Redick,28,4,8,0.5,1,3,0.333,0,0,0,0,0,0,2,2,0,0,9,H,W,2016,1610612762,0,0,0,0,4,2,0,0,27,32,4,0,6,2,0,11.57142857,0,0,2.571428571,0
323301,21600036,200782,1610612756,PJ,Tucker,8,0,1,0,0,1,0,0,0,0,0,3,0,1,0,1,0,0,H,L,2016,1610612744,0,0,0,0,0,0,0,0,7,48,4,0,0,0,3,0,13.5,0,0,0
323311,21600036,203933,1610612756,TJ,Warren,37,10,21,0.476,2,5,0.4,4,4,1,3,3,1,5,1,0,1,26,H,L,2016,1610612744,0,0,0,0,12,4,0,0,36,45,-6,2,5,10,6,25.2972973,5.837837838,0.972972973,0.972972973,1.945945946
323317,21600037,1938,1610612759,Manu,Ginobili,28,2,8,0.25,0,1,0,0,0,0,2,4,2,3,2,5,0,4,A,W,2016,1610612748,0,0,0,0,4,0,0,0,27,30,1,2,2,0,6,5.142857143,7.714285714,2.571428571,2.571428571,2.571428571
323323,21600037,201988,1610612759,Patty,Mills,25,6,10,0.6,4,6,0.667,2,2,1,0,0,0,1,0,1,0,18,A,W,2016,1610612748,0,0,0,0,2,3,0,0,25,7,8,0,0,3,0,25.92,0,0,0,0
323336,21600037,1627879,1610612759,Nicolas,Laprovittola,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,W,2016,1610612748,0,0,0,0,0,0,0,0,0,51,-2,0,0,0,0,0,0,0,0,0
323384,21600040,101150,1610612747,Lou,Williams,20,2,7,0.286,0,2,0,3,4,0.75,0,1,2,1,1,2,0,7,A,L,2016,1610612760,0,0,0,0,2,2,0,0,19,36,-7,0,0,0,1,12.6,1.8,3.6,1.8,0
323405,21600041,2403,1610612745,Nene,Hilario,22,5,6,0.833,0,0,0,1,1,1,0,3,1,3,0,1,0,11,H,W,2016,1610612742,0,0,0,0,8,0,0,0,21,34,10,0,0,0,3,18,4.909090909,1.636363636,0,0
323418,21600041,203909,1610612745,KJ,McDaniels,16,1,4,0.25,0,1,0,0,0,0,1,1,1,2,0,0,1,2,H,W,2016,1610612742,0,0,0,0,2,2,0,0,16,8,6,0,0,0,2,4.5,4.5,2.25,0,0
323441,21600042,1627751,1610612761,Jakob,Poeltl,17,0,3,0,0,0,0,1,2,0.5,1,4,0,3,0,0,2,1,H,W,2016,1610612743,0,0,0,0,0,0,0,0,17,24,-3,1,0,1,5,2.117647059,10.58823529,0,0,2.117647059
323464,21600043,1626245,1610612741,Cristiano,Felicio,23,2,4,0.5,0,0,0,0,0,0,2,5,1,3,0,1,0,4,A,W,2016,1610612751,0,0,0,0,4,0,0,0,22,33,8,0,0,4,7,6.260869565,10.95652174,1.565217391,0,0
323493,21600045,200755,1610612746,JJ,Redick,26,6,13,0.462,1,3,0.333,0,0,0,0,3,1,1,1,2,0,13,H,W,2016,1610612756,0,0,0,0,4,0,0,0,25,36,16,0,4,0,3,18,4.153846154,1.384615385,1.384615385,0
323494,21600045,200782,1610612756,PJ,Tucker,27,3,6,0.5,1,2,0.5,0,0,0,1,5,0,2,2,2,0,7,A,L,2016,1610612746,0,0,0,0,4,0,0,0,26,49,-1,0,0,0,6,9.333333333,8,0,2.666666667,0
323505,21600045,203933,1610612756,TJ,Warren,29,6,14,0.429,0,1,0,3,5,0.6,2,2,1,3,1,1,0,15,A,L,2016,1610612746,0,0,0,0,8,3,0,0,28,56,-19,1,2,4,4,18.62068966,4.965517241,1.24137931,1.24137931,1.24137931
323523,21600046,203912,1610612753,CJ,Wilcox,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,A,W,2016,1610612755,0,0,0,0,0,0,0,0,3,52,-9,0,0,0,0,0,0,9,0,0
323533,21600047,2399,1610612739,Mike,Dunleavy,18,3,4,0.75,2,3,0.667,3,4,0.75,0,4,2,2,0,0,0,11,H,W,2016,1610612745,0,0,0,0,2,5,0,0,17,47,10,0,5,0,4,22,8,4,0,0
323534,21600047,2403,1610612745,Nene,Hilario,25,4,4,1,1,1,1,4,6,0.667,3,2,4,3,0,2,1,13,A,L,2016,1610612739,0,0,0,0,6,0,0,0,24,49,7,0,2,1,5,18.72,7.2,5.76,0,0
323536,21600047,2747,1610612739,JR,Smith,34,5,12,0.417,5,11,0.455,0,0,0,0,3,2,3,0,0,0,15,H,W,2016,1610612745,0,0,0,0,0,3,0,0,34,28,2,1,0,0,3,15.88235294,3.176470588,2.117647059,0,1.058823529
323550,21600047,203909,1610612745,KJ,McDaniels,20,2,7,0.286,0,3,0,0,0,0,0,1,0,2,1,0,0,4,A,L,2016,1610612739,0,0,0,0,4,2,0,0,19,42,-5,2,0,0,1,7.2,1.8,0,1.8,3.6
323556,21600048,101139,1610612754,CJ,Miles,23,6,9,0.667,2,3,0.667,2,2,1,1,1,0,1,1,1,1,16,H,W,2016,1610612747,0,0,0,0,6,3,0,0,22,40,-2,0,4,5,2,25.04347826,3.130434783,0,1.565217391,0
323558,21600048,101150,1610612747,Lou,Williams,27,7,14,0.5,3,8,0.375,2,2,1,0,0,5,0,0,4,0,19,A,L,2016,1610612754,0,0,0,0,2,4,0,0,26,56,3,0,0,0,0,25.33333333,0,6.666666667,0,0
323658,21600053,1938,1610612759,Manu,Ginobili,23,1,5,0.2,1,3,0.333,5,5,1,0,1,3,0,1,3,0,8,H,L,2016,1610612762,0,0,0,0,0,0,0,0,23,7,-23,0,0,0,1,12.52173913,1.565217391,4.695652174,1.565217391,0
323665,21600053,201988,1610612759,Patty,Mills,15,4,8,0.5,0,4,0,0,0,0,1,0,2,1,1,1,0,8,H,L,2016,1610612762,0,0,0,0,4,4,0,0,14,37,-3,1,4,0,1,19.2,2.4,4.8,2.4,2.4
323680,21600053,1627879,1610612759,Nicolas,Laprovittola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,L,2016,1610612762,0,0,0,0,0,0,0,0,0,45,-3,0,0,0,0,0,0,0,0,0
323702,21600054,203949,1610612744,James Michael,McAdoo,9,2,3,0.667,0,0,0,1,2,0.5,0,1,0,0,0,0,0,5,A,W,2016,1610612757,0,0,0,0,4,0,0,0,8,51,-11,0,0,0,1,20,4,0,0,0
323724,21600055,1627751,1610612761,Jakob,Poeltl,17,0,0,0,0,0,0,0,0,0,1,4,0,6,1,1,1,0,A,W,2016,1610612764,0,0,0,0,0,0,0,0,17,23,8,0,0,0,5,0,10.58823529,0,2.117647059,0
323782,21600058,203909,1610612745,KJ,McDaniels,19,1,3,0.333,1,2,0.5,2,2,1,0,3,0,1,1,1,4,5,A,W,2016,1610612752,0,0,0,0,0,2,0,0,18,48,0,0,0,0,3,9.473684211,5.684210526,0,1.894736842,0
323795,21600059,101150,1610612747,Lou,Williams,23,6,11,0.545,2,5,0.4,4,4,1,0,3,4,2,2,1,0,18,A,W,2016,1610612737,0,0,0,0,4,0,0,0,23,1,3,0,2,0,3,28.17391304,4.695652174,6.260869565,3.130434783,0
323850,21600061,1626245,1610612741,Cristiano,Felicio,10,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,A,L,2016,1610612738,0,0,0,0,0,0,0,0,10,6,-5,1,0,0,1,0,3.6,0,3.6,3.6
323880,21600063,200782,1610612756,PJ,Tucker,20,1,3,0.333,0,1,0,1,2,0.5,0,5,0,2,3,1,0,3,H,W,2016,1610612757,0,0,0,0,2,1,0,0,20,9,-5,1,0,2,5,5.4,9,0,5.4,1.8
323894,21600063,203933,1610612756,TJ,Warren,38,11,22,0.5,0,0,0,5,5,1,4,3,0,2,2,0,1,27,H,W,2016,1610612757,0,0,0,0,18,4,0,0,37,37,-2,2,6,0,7,25.57894737,6.631578947,0,1.894736842,1.894736842
323902,21600064,200755,1610612746,JJ,Redick,26,3,12,0.25,2,5,0.4,0,0,0,0,4,0,0,0,3,0,8,H,L,2016,1610612760,0,0,0,0,2,0,0,0,26,11,-8,0,3,3,4,11.07692308,5.538461538,0,0,0
323943,21600066,101139,1610612754,CJ,Miles,24,6,10,0.6,2,4,0.5,5,6,0.833,1,2,2,2,3,0,0,19,A,L,2016,1610612749,0,0,0,0,6,0,0,0,23,35,-4,0,5,2,3,28.5,4.5,3,4.5,0
323987,21600068,2399,1610612739,Mike,Dunleavy,13,0,1,0,0,1,0,3,4,0.75,0,1,1,1,0,0,0,3,H,W,2016,1610612738,0,0,0,0,0,0,0,0,12,43,-5,0,0,1,1,8.307692308,2.769230769,2.769230769,0,0
323990,21600068,2747,1610612739,JR,Smith,35,1,5,0.2,1,4,0.25,0,0,0,0,2,2,5,3,0,2,3,H,W,2016,1610612738,0,0,0,0,0,0,0,0,35,17,11,0,0,0,2,3.085714286,2.057142857,2.057142857,3.085714286,0
324031,21600069,203949,1610612744,James Michael,McAdoo,7,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,H,W,2016,1610612760,0,0,0,0,0,0,0,0,7,3,-1,1,0,0,0,0,0,5.142857143,0,5.142857143
324072,21600071,1627751,1610612761,Jakob,Poeltl,20,1,4,0.25,0,0,0,2,2,1,4,2,0,2,1,1,0,4,H,W,2016,1610612748,0,0,0,0,2,0,0,0,20,4,6,1,0,2,6,7.2,10.8,0,1.8,1.8
324112,21600073,1626245,1610612741,Cristiano,Felicio,9,1,1,1,0,0,0,0,0,0,1,0,2,2,0,0,0,2,H,L,2016,1610612752,0,0,0,0,2,0,0,0,9,0,10,0,0,2,1,8,4,8,0,0
324121,21600074,200755,1610612746,JJ,Redick,28,4,10,0.4,1,4,0.25,3,3,1,0,1,0,0,2,2,0,12,A,W,2016,1610612763,0,0,0,0,2,2,0,0,27,49,6,1,2,2,1,15.42857143,1.285714286,0,2.571428571,1.285714286
324140,21600075,200782,1610612756,PJ,Tucker,33,2,6,0.333,0,3,0,0,0,0,1,7,2,3,1,1,2,4,A,W,2016,1610612740,0,0,0,0,4,0,0,0,32,56,-9,2,2,2,8,4.363636364,8.727272727,2.181818182,1.090909091,2.181818182
324151,21600075,203933,1610612756,TJ,Warren,40,4,17,0.235,1,2,0.5,9,11,0.818,3,3,1,0,4,0,0,18,A,W,2016,1610612740,0,0,0,0,4,1,0,0,39,47,15,4,0,0,6,16.2,5.4,0.9,3.6,3.6
324177,21600076,1627773,1610612742,AJ,Hammons,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,L,2016,1610612757,0,0,0,0,0,0,0,0,0,34,-2,0,0,0,0,0,0,0,0,0
324180,21600077,1938,1610612759,Manu,Ginobili,14,4,7,0.571,1,1,1,0,0,0,0,3,0,2,0,1,1,9,A,W,2016,1610612762,0,0,0,0,4,0,0,0,14,7,13,0,0,5,3,23.14285714,7.714285714,0,0,0
324186,21600077,201988,1610612759,Patty,Mills,30,6,11,0.545,4,7,0.571,0,0,0,0,3,3,3,0,1,0,16,A,W,2016,1610612762,0,0,0,0,2,6,0,0,29,38,17,0,0,3,3,19.2,3.6,3.6,0,0
324202,21600077,1627879,1610612759,Nicolas,Laprovittola,18,0,6,0,0,4,0,2,2,1,0,1,1,3,0,3,0,2,A,W,2016,1610612762,0,0,0,0,0,0,0,0,18,22,-3,0,0,0,1,4,2,2,0,0
324208,21600078,101150,1610612747,Lou,Williams,26,7,14,0.5,2,6,0.333,4,5,0.8,0,2,4,0,3,2,1,20,H,W,2016,1610612744,0,0,0,0,8,5,0,0,26,23,18,0,7,0,2,27.69230769,2.769230769,5.538461538,4.153846154,0
324220,21600078,203949,1610612744,James Michael,McAdoo,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,L,2016,1610612747,0,0,0,0,0,0,0,0,4,12,-2,0,0,0,0,0,0,0,0,0
324252,21600080,2399,1610612739,Mike,Dunleavy,13,2,5,0.4,2,4,0.5,0,0,0,1,0,0,2,0,2,0,6,A,W,2016,1610612755,0,0,0,0,0,3,0,0,13,25,7,0,0,0,1,16.61538462,2.769230769,0,0,0
324254,21600080,2747,1610612739,JR,Smith,32,3,7,0.429,3,7,0.429,2,2,1,0,1,1,2,3,1,1,11,A,W,2016,1610612755,0,0,0,0,0,3,0,0,32,6,-1,0,5,0,1,12.375,1.125,1.125,3.375,0
324319,21600083,101139,1610612754,CJ,Miles,22,8,14,0.571,4,7,0.571,0,0,0,0,4,1,4,0,0,0,20,H,W,2016,1610612741,0,0,0,0,8,2,0,0,21,35,10,0,4,0,4,32.72727273,6.545454545,1.636363636,0,0
324339,21600083,1626245,1610612741,Cristiano,Felicio,13,1,3,0.333,0,0,0,0,0,0,2,1,2,0,1,0,0,2,A,L,2016,1610612754,0,0,0,0,0,0,0,0,13,1,-1,1,0,2,3,5.538461538,8.307692308,5.538461538,2.769230769,2.769230769
324343,21600084,2403,1610612745,Nene,Hilario,12,1,5,0.2,0,0,0,0,0,0,4,1,0,3,0,1,1,2,A,L,2016,1610612737,0,0,0,0,2,0,0,0,11,40,-8,2,0,0,5,6,15,0,0,6
324360,21600084,203909,1610612745,KJ,McDaniels,19,5,6,0.833,1,2,0.5,2,2,1,0,2,0,2,0,1,1,13,A,L,2016,1610612737,0,0,0,0,8,2,0,0,19,7,3,0,2,0,2,24.63157895,3.789473684,0,0,0
324394,21600086,1938,1610612759,Manu,Ginobili,13,2,6,0.333,1,3,0.333,2,2,1,0,4,1,1,0,1,0,7,H,L,2016,1610612746,0,0,0,0,2,0,0,0,12,53,-16,0,0,0,4,19.38461538,11.07692308,2.769230769,0,0
324401,21600086,200755,1610612746,JJ,Redick,24,5,9,0.556,2,3,0.667,2,2,1,1,1,1,1,2,1,0,14,A,W,2016,1610612759,0,0,0,0,4,0,0,0,24,27,26,0,6,3,2,21,3,1.5,3,0
324406,21600086,201988,1610612759,Patty,Mills,25,1,7,0.143,0,3,0,2,2,1,1,2,5,3,0,2,0,4,H,L,2016,1610612746,0,0,0,0,2,2,0,0,25,10,-25,0,0,2,3,5.76,4.32,7.2,0,0
324416,21600086,1627879,1610612759,Nicolas,Laprovittola,22,4,5,0.8,3,4,0.75,0,0,0,1,1,5,1,0,2,0,11,H,L,2016,1610612746,0,0,0,0,2,3,0,0,21,56,-7,0,3,2,2,18,3.272727273,8.181818182,0,0
324474,21600089,1627751,1610612761,Jakob,Poeltl,18,3,4,0.75,0,0,0,0,0,0,2,2,2,6,0,0,0,6,H,L,2016,1610612758,0,0,0,0,4,0,0,0,18,26,-7,0,0,2,4,12,8,4,0,0
324523,21600092,101150,1610612747,Lou,Williams,26,5,12,0.417,1,2,0.5,3,5,0.6,1,3,6,1,2,4,0,14,H,W,2016,1610612756,0,0,0,0,4,3,0,0,25,48,5,0,2,0,4,19.38461538,5.538461538,8.307692308,2.769230769,0
324524,21600092,200782,1610612756,PJ,Tucker,20,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,A,L,2016,1610612747,0,0,0,0,0,0,0,0,19,47,-4,0,0,0,1,0,1.8,0,0,0
324533,21600092,203933,1610612756,TJ,Warren,39,9,20,0.45,2,3,0.667,2,3,0.667,2,4,3,4,2,1,0,22,A,L,2016,1610612747,0,0,0,0,12,2,0,0,38,33,-15,0,4,4,6,20.30769231,5.538461538,2.769230769,1.846153846,0
324565,21600094,2403,1610612745,Nene,Hilario,21,2,3,0.667,0,0,0,0,0,0,0,5,1,3,0,1,1,4,A,W,2016,1610612764,0,0,0,0,2,0,0,0,20,49,6,0,0,0,5,6.857142857,8.571428571,1.714285714,0,0
324581,21600094,203909,1610612745,KJ,McDaniels,14,2,4,0.5,1,2,0.5,0,0,0,0,1,1,1,0,0,0,5,A,W,2016,1610612764,0,0,0,0,2,0,0,0,13,47,-5,0,3,0,1,12.85714286,2.571428571,2.571428571,0,0
324587,21600095,101139,1610612754,CJ,Miles,25,8,15,0.533,5,11,0.455,2,2,1,1,3,0,1,1,2,0,23,A,L,2016,1610612766,0,0,0,0,6,7,0,0,25,18,-3,0,3,5,4,33.12,5.76,0,1.44,0
324627,21600096,203912,1610612753,CJ,Wilcox,10,1,2,0.5,1,2,0.5,2,2,1,0,1,1,0,0,1,0,5,A,L,2016,1610612741,0,0,0,0,0,0,0,0,9,43,-3,0,0,0,1,18,3.6,3.6,0,0
324634,21600096,1626245,1610612741,Cristiano,Felicio,6,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,2,H,W,2016,1610612753,0,0,0,0,2,2,0,0,6,17,3,0,0,0,3,12,18,0,0,0
324663,21600098,200755,1610612746,JJ,Redick,24,6,9,0.667,3,4,0.75,5,5,1,0,1,0,0,0,0,0,20,H,W,2016,1610612765,0,0,0,0,0,0,0,0,24,27,33,0,0,0,1,30,1.5,0,0,0
324701,21600100,2399,1610612739,Mike,Dunleavy,13,1,4,0.25,1,4,0.25,0,0,0,0,1,1,2,1,0,0,3,H,L,2016,1610612737,0,0,0,0,0,0,0,0,13,29,-8,0,3,0,1,8.307692308,2.769230769,2.769230769,2.769230769,0
324705,21600100,2747,1610612739,JR,Smith,32,2,13,0.154,2,10,0.2,0,0,0,1,1,3,1,2,1,0,6,H,L,2016,1610612737,0,1,0,0,0,0,0,0,31,32,-2,0,3,3,2,6.75,2.25,3.375,2.25,0
324760,21600103,200782,1610612756,PJ,Tucker,30,3,5,0.6,0,0,0,5,6,0.833,5,4,4,5,5,0,0,11,A,L,2016,1610612757,0,0,0,0,4,2,0,0,30,28,18,0,2,5,9,13.2,10.8,4.8,6,0
324774,21600103,203933,1610612756,TJ,Warren,31,6,12,0.5,0,1,0,0,2,0,3,0,0,3,1,2,0,12,A,L,2016,1610612757,0,0,0,0,8,2,0,0,31,10,-9,0,2,4,3,13.93548387,3.483870968,0,1.161290323,0
324782,21600104,101150,1610612747,Lou,Williams,23,5,15,0.333,2,8,0.25,3,4,0.75,1,3,3,2,1,0,0,15,H,L,2016,1610612742,0,0,0,0,6,3,0,0,22,45,-1,1,5,2,4,23.47826087,6.260869565,4.695652174,1.565217391,1.565217391
324902,21600109,203912,1610612753,CJ,Wilcox,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,L,2016,1610612750,0,0,0,0,0,0,0,0,3,12,-1,0,0,0,0,0,0,0,0,0
324913,21600110,101139,1610612754,CJ,Miles,32,3,7,0.429,3,4,0.75,3,4,0.75,0,4,2,1,0,1,1,12,H,W,2016,1610612755,0,0,0,0,0,3,0,0,32,20,18,1,6,2,4,13.5,4.5,2.25,0,1.125
324970,21600112,1627751,1610612761,Jakob,Poeltl,19,2,4,0.5,0,0,0,0,0,0,2,0,0,3,0,1,1,4,A,W,2016,1610612760,0,0,0,0,4,0,0,0,19,2,-20,1,0,0,2,7.578947368,3.789473684,0,0,1.894736842
324975,21600113,200782,1610612756,PJ,Tucker,20,0,4,0,0,1,0,3,4,0.75,3,3,1,2,2,0,0,3,H,W,2016,1610612765,0,0,0,0,0,1,0,0,20,0,-4,0,0,0,6,5.4,10.8,1.8,3.6,0
324987,21600113,203933,1610612756,TJ,Warren,38,7,17,0.412,0,2,0,4,4,1,2,1,1,3,0,2,1,18,H,W,2016,1610612765,0,0,0,0,8,6,0,0,37,32,11,2,0,0,3,17.05263158,2.842105263,0.947368421,0,1.894736842
324992,21600114,1938,1610612759,Manu,Ginobili,21,1,7,0.143,0,2,0,6,6,1,0,1,3,2,2,1,0,8,H,L,2016,1610612745,0,0,0,0,2,2,0,0,20,50,-7,1,2,0,1,13.71428571,1.714285714,5.142857143,3.428571429,1.714285714
324994,21600114,2403,1610612745,Nene,Hilario,21,2,3,0.667,0,0,0,0,0,0,0,2,1,4,0,2,1,4,A,W,2016,1610612759,0,0,0,0,2,0,0,0,21,21,11,1,0,0,2,6.857142857,3.428571429,1.714285714,0,1.714285714
325003,21600114,201988,1610612759,Patty,Mills,34,3,8,0.375,0,4,0,2,2,1,2,1,10,1,0,0,0,8,H,L,2016,1610612745,0,0,0,0,4,0,0,0,33,40,5,0,2,0,3,8.470588235,3.176470588,10.58823529,0,0
325009,21600114,203909,1610612745,KJ,McDaniels,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,W,2016,1610612759,0,0,0,0,0,0,0,0,4,49,-4,0,0,0,0,0,0,0,0,0
325014,21600114,1627879,1610612759,Nicolas,Laprovittola,14,2,5,0.4,1,2,0.5,0,0,0,0,0,0,0,1,1,0,5,H,L,2016,1610612745,0,0,0,0,2,2,0,0,14,20,-7,1,2,0,0,12.85714286,0,0,2.571428571,2.571428571
325020,21600115,200755,1610612746,JJ,Redick,18,3,5,0.6,1,2,0.5,3,4,0.75,0,1,0,2,1,1,0,10,H,W,2016,1610612757,0,0,0,0,4,0,0,0,18,27,22,0,0,2,1,20,2,0,2,0
325054,21600116,203949,1610612744,James Michael,McAdoo,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,H,W,2016,1610612742,0,0,0,0,0,0,0,0,4,3,-2,0,0,0,1,0,9,0,0,0
325058,21600116,1627773,1610612742,AJ,Hammons,6,3,5,0.6,1,1,1,2,2,1,2,1,0,1,0,0,0,9,A,L,2016,1610612744,0,0,0,0,2,0,0,0,6,6,-1,0,0,2,3,54,18,0,0,0
325127,21600120,101150,1610612747,Lou,Williams,23,6,12,0.5,3,6,0.5,6,8,0.75,0,2,1,0,3,5,0,21,A,W,2016,1610612758,0,0,0,0,6,3,0,0,23,1,13,0,0,0,2,32.86956522,3.130434783,1.565217391,4.695652174,0
325146,21600121,101139,1610612754,CJ,Miles,30,4,9,0.444,1,3,0.333,4,4,1,0,4,1,1,1,0,0,13,A,L,2016,1610612755,0,0,0,0,6,2,0,0,30,5,9,0,2,0,4,15.6,4.8,1.2,1.2,0
325167,21600122,2399,1610612739,Mike,Dunleavy,13,0,3,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,A,W,2016,1610612764,0,0,0,0,0,0,0,0,12,53,-12,0,0,0,0,0,0,2.769230769,0,0
325170,21600122,2747,1610612739,JR,Smith,35,5,11,0.455,5,9,0.556,2,2,1,0,4,0,4,1,0,0,17,A,W,2016,1610612764,0,0,1,0,0,3,0,0,34,37,21,0,3,3,4,17.48571429,4.114285714,0,1.028571429,0
325259,21600126,200755,1610612746,JJ,Redick,28,6,12,0.5,4,7,0.571,0,0,0,0,3,1,2,1,1,0,16,A,W,2016,1610612760,0,0,0,0,2,3,0,0,27,38,13,0,6,0,3,20.57142857,3.857142857,1.285714286,1.285714286,0
325275,21600127,1938,1610612759,Manu,Ginobili,16,4,4,1,2,2,1,0,1,0,0,1,1,0,1,2,0,10,H,W,2016,1610612765,0,0,0,0,4,0,0,0,16,1,6,0,0,0,1,22.5,2.25,2.25,2.25,0
325281,21600127,201988,1610612759,Patty,Mills,26,3,7,0.429,1,4,0.25,3,3,1,0,2,4,2,1,1,0,10,H,W,2016,1610612765,0,0,1,0,4,3,0,0,26,12,5,0,0,0,2,13.84615385,2.769230769,5.538461538,1.384615385,0
325318,21600129,101150,1610612747,Lou,Williams,25,9,15,0.6,2,5,0.4,1,1,1,0,3,4,1,2,0,0,21,A,W,2016,1610612740,0,0,0,0,12,2,0,0,25,20,23,0,2,0,3,30.24,4.32,5.76,2.88,0
325342,21600130,101139,1610612754,CJ,Miles,32,3,10,0.3,2,7,0.286,0,0,0,0,3,0,5,1,1,2,8,H,L,2016,1610612738,0,0,0,0,0,0,0,0,32,11,3,0,0,0,3,9,3.375,0,1.125,0
325424,21600134,1938,1610612759,Manu,Ginobili,16,5,7,0.714,2,2,1,0,0,0,0,2,3,2,0,0,1,12,A,W,2016,1610612745,0,0,0,0,6,2,0,0,15,31,5,1,4,0,2,27,4.5,6.75,0,2.25
325427,21600134,2403,1610612745,Nene,Hilario,23,1,5,0.2,0,0,0,2,2,1,1,2,0,1,0,0,1,4,H,L,2016,1610612759,0,0,0,0,2,0,0,0,23,15,-9,2,0,0,3,6.260869565,4.695652174,0,0,3.130434783
325436,21600134,201988,1610612759,Patty,Mills,21,3,8,0.375,2,6,0.333,0,0,0,0,4,4,1,0,1,0,8,A,W,2016,1610612745,0,0,0,0,2,0,0,0,21,19,9,1,0,0,4,13.71428571,6.857142857,6.857142857,0,1.714285714
325441,21600134,203909,1610612745,KJ,McDaniels,10,0,3,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,H,L,2016,1610612759,0,0,0,0,0,0,0,0,10,1,-5,1,0,0,2,0,7.2,0,0,3.6
325448,21600135,200755,1610612746,JJ,Redick,29,7,13,0.538,2,7,0.286,2,2,1,0,1,3,0,1,2,0,18,A,W,2016,1610612750,0,0,0,0,0,3,0,0,28,51,18,0,2,0,1,22.34482759,1.24137931,3.724137931,1.24137931,0
325529,21600139,200782,1610612756,PJ,Tucker,19,2,5,0.4,0,3,0,5,5,1,2,4,2,3,0,1,0,9,H,L,2016,1610612751,0,0,0,0,4,0,0,0,18,39,-11,0,2,2,6,17.05263158,11.36842105,3.789473684,0,0
325542,21600139,203933,1610612756,TJ,Warren,34,9,17,0.529,0,3,0,0,0,0,3,0,2,3,3,1,1,18,H,L,2016,1610612751,0,0,0,0,12,0,0,0,33,41,-12,0,4,6,3,19.05882353,3.176470588,2.117647059,3.176470588,0
325551,21600140,2399,1610612739,Mike,Dunleavy,17,1,6,0.167,0,3,0,0,0,0,0,3,0,3,0,0,1,2,H,W,2016,1610612766,0,0,0,0,2,0,0,0,16,45,-2,0,0,0,3,4.235294118,6.352941176,0,0,0
325593,21600142,101150,1610612747,Lou,Williams,18,5,10,0.5,2,4,0.5,5,5,1,0,5,4,1,0,3,0,17,A,L,2016,1610612750,0,0,0,0,4,4,0,0,18,14,-5,0,4,0,5,34,10,8,0,0
325620,21600143,200782,1610612756,PJ,Tucker,27,3,5,0.6,0,1,0,2,6,0.333,2,6,1,4,2,2,1,8,A,L,2016,1610612744,0,0,0,0,6,2,0,0,27,12,-4,0,2,2,8,10.66666667,10.66666667,1.333333333,2.666666667,0
325631,21600143,203933,1610612756,TJ,Warren,33,10,18,0.556,0,1,0,0,0,0,1,2,2,2,4,0,0,20,A,L,2016,1610612744,0,0,0,0,12,8,0,0,32,38,-18,1,4,0,3,21.81818182,3.272727273,2.181818182,4.363636364,1.090909091
