field1,Game_id,Person_id,Team_id,First_Name,Last_Name,minutes,Field_Goals,Field_Goals_Attempted,Field_Goal_Percentage,Three_Pointers,Three_Pointers_Attempted,Three_Point_Percentage,Free_Throws,Free_Throws_Attempted,Free_Throw_Percentage,Offensive_Rebounds,Defensive_Rebounds,Assists,Personal_Fouls,Steals,Turnovers,Blocked_Shots,Points,location,outcome,season_id,vs_team_id,league_id,Technical_Fouls,Flagrant_Fouls,Ejections,Points_In_Paint,Fast_Break_Points,Triple_Doubles,Double_Doubles,actual_minutes,actual_seconds,Plus_Minus,Blocks_Against,PTS_OFF_TO,Second_Chance_PTS,Total_Rebounds,points_per_36,rebounds_per_36,assists_per_36,steals_per_36,blocks_per_36
325658,21600145,101139,1610612754,CJ,Miles,23,5,12,0.417,4,8,0.5,2,2,1,0,4,1,0,2,0,2,16,H,W,2016,1610612753,0,0,0,0,2,2,0,0,23,13,17,1,5,6,4,25.04347826,6.260869565,1.565217391,3.130434783,1.565217391
325675,21600145,203912,1610612753,CJ,Wilcox,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,L,2016,1610612754,0,0,0,0,0,0,0,0,3,41,-2,0,0,0,0,0,0,0,0,0
325704,21600146,1627773,1610612742,AJ,Hammons,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,A,L,2016,1610612752,0,0,0,0,0,0,0,0,3,20,3,0,0,0,1,0,12,0,0,0
325752,21600149,2403,1610612745,Nene,Hilario,16,6,8,0.75,0,1,0,1,4,0.25,3,1,0,2,0,3,1,13,H,W,2016,1610612755,0,0,0,0,10,0,0,0,16,13,5,0,2,4,4,29.25,9,0,0,0
325765,21600149,203909,1610612745,KJ,McDaniels,6,1,2,0.5,1,2,0.5,0,0,0,0,2,0,1,0,1,0,3,H,W,2016,1610612755,0,0,0,0,0,0,0,0,6,15,1,0,0,0,2,18,12,0,0,0
325776,21600150,1938,1610612759,Manu,Ginobili,17,2,5,0.4,2,2,1,0,0,0,0,3,2,1,0,2,0,6,H,W,2016,1610612748,0,0,0,0,0,0,0,0,16,59,1,0,0,0,3,12.70588235,6.352941176,4.235294118,0,0
325784,21600150,201988,1610612759,Patty,Mills,24,2,3,0.667,2,2,1,4,4,1,1,2,3,2,0,2,0,10,H,W,2016,1610612748,0,0,0,0,0,3,0,0,24,20,-10,0,0,0,3,15,4.5,4.5,0,0
325825,21600152,200755,1610612746,JJ,Redick,23,6,13,0.462,2,3,0.667,4,4,1,0,2,4,2,2,1,0,18,H,W,2016,1610612751,0,0,0,0,2,3,0,0,22,59,43,0,5,5,2,28.17391304,3.130434783,6.260869565,3.130434783,0
325842,21600153,2399,1610612739,Mike,Dunleavy,19,2,3,0.667,1,2,0.5,0,0,0,0,2,1,0,0,0,0,5,H,W,2016,1610612761,0,0,0,0,0,0,0,0,18,48,0,0,0,0,2,9.473684211,3.789473684,1.894736842,0,0
325914,21600156,1626154,1610612741,RJ,Hunter,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,W,2016,1610612757,0,0,0,0,0,0,0,0,3,48,2,0,0,0,0,0,0,0,0,0
325918,21600156,1626245,1610612741,Cristiano,Felicio,4,1,4,0.25,0,0,0,0,0,0,3,2,0,1,0,0,0,2,A,W,2016,1610612757,0,0,0,0,2,0,0,0,4,12,-1,0,0,2,5,18,45,0,0,0
325925,21600157,101150,1610612747,Lou,Williams,17,2,11,0.182,0,2,0,2,2,1,0,2,1,0,0,2,0,6,H,W,2016,1610612751,0,0,0,0,4,2,0,0,17,4,-6,1,2,0,2,12.70588235,4.235294118,2.117647059,0,2.117647059
325990,21600160,101139,1610612754,CJ,Miles,23,4,7,0.571,2,5,0.4,0,0,0,0,0,0,2,1,0,0,10,H,W,2016,1610612739,0,0,0,0,4,6,0,0,23,22,3,0,3,0,0,15.65217391,0,0,1.565217391,0
326072,21600164,2403,1610612745,Nene,Hilario,20,5,8,0.625,0,0,0,1,2,0.5,2,3,1,3,1,5,0,11,A,L,2016,1610612760,0,0,0,0,10,0,0,0,20,29,-4,1,2,3,5,19.8,9,1.8,1.8,1.8
326116,21600166,200782,1610612756,PJ,Tucker,21,0,5,0,0,3,0,0,0,0,2,6,1,3,0,1,0,0,A,L,2016,1610612743,0,0,0,0,0,0,0,0,20,38,-10,2,0,0,8,0,13.71428571,1.714285714,0,3.428571429
326125,21600166,203933,1610612756,TJ,Warren,18,2,11,0.182,2,4,0.5,2,2,1,0,1,0,2,2,1,0,8,A,L,2016,1610612743,0,0,0,0,0,0,0,0,18,14,-8,1,0,0,1,16,2,0,4,2
326142,21600167,200755,1610612746,JJ,Redick,30,9,17,0.529,7,12,0.583,4,5,0.8,0,2,0,2,1,1,1,29,H,L,2016,1610612763,0,0,0,0,2,2,0,0,30,10,6,0,8,0,2,34.8,2.4,0,1.2,0
326157,21600168,1938,1610612759,Manu,Ginobili,16,1,5,0.2,0,3,0,0,0,0,0,1,2,1,2,1,0,2,A,W,2016,1610612758,0,0,0,0,2,0,0,0,15,36,-12,0,2,0,1,4.5,2.25,4.5,4.5,0
326169,21600168,201988,1610612759,Patty,Mills,19,2,4,0.5,1,3,0.333,0,0,0,0,2,3,1,0,2,0,5,A,W,2016,1610612758,0,0,0,0,2,0,0,0,19,2,-12,0,0,3,2,9.473684211,3.789473684,5.684210526,0,0
326241,21600171,203909,1610612745,KJ,McDaniels,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,H,W,2016,1610612757,0,0,0,0,0,0,0,0,4,56,-6,0,0,0,1,0,7.2,0,0,0
326311,21600175,2399,1610612739,Mike,Dunleavy,19,2,3,0.667,1,2,0.5,0,0,0,0,5,0,1,0,2,1,5,H,W,2016,1610612765,0,0,0,0,0,0,0,0,18,50,2,0,3,0,5,9.473684211,9.473684211,0,0,0
326314,21600175,2747,1610612739,JR,Smith,25,3,7,0.429,3,6,0.5,0,0,0,0,1,2,0,2,1,1,9,H,W,2016,1610612765,0,0,0,0,0,3,0,0,25,1,26,0,3,3,1,12.96,1.44,2.88,2.88,0
326337,21600176,101139,1610612754,CJ,Miles,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,L,2016,1610612756,0,0,0,0,0,0,0,0,9,5,-2,1,0,0,0,0,0,0,0,4
326339,21600176,200782,1610612756,PJ,Tucker,39,3,12,0.25,0,4,0,1,2,0.5,5,5,0,1,2,0,0,7,A,W,2016,1610612754,0,0,0,0,6,2,0,0,38,55,18,1,0,3,10,6.461538462,9.230769231,0,1.846153846,0.923076923
326351,21600176,203933,1610612756,TJ,Warren,9,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,A,W,2016,1610612754,0,0,0,0,2,0,0,0,9,5,2,0,0,0,0,8,0,0,0,0
326424,21600179,203949,1610612744,James Michael,McAdoo,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,A,W,2016,1610612738,0,0,0,0,2,0,0,0,7,34,-8,0,0,0,0,9,0,0,0,0
326450,21600180,1627773,1610612742,AJ,Hammons,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,H,L,2016,1610612763,0,0,0,0,0,0,0,0,3,12,0,0,0,0,1,0,12,0,0,0
326471,21600181,1627751,1610612761,Jakob,Poeltl,16,2,2,1,0,0,0,2,3,0.667,2,4,0,2,1,0,0,6,A,W,2016,1610612743,0,0,0,0,4,0,0,0,15,52,-2,0,0,4,6,13.5,13.5,0,2.25,0
326474,21600182,1938,1610612759,Manu,Ginobili,21,4,6,0.667,2,4,0.5,0,0,0,0,0,3,3,0,1,1,10,A,W,2016,1610612747,0,0,0,0,2,3,0,0,21,20,11,0,5,0,0,17.14285714,0,5.142857143,0,0
326479,21600182,101150,1610612747,Lou,Williams,27,9,13,0.692,2,4,0.5,4,4,1,0,3,3,3,2,2,0,24,H,L,2016,1610612759,0,0,0,0,10,4,0,0,27,4,-1,0,4,2,3,32,4,4,2.666666667,0
326484,21600182,201988,1610612759,Patty,Mills,20,5,9,0.556,1,5,0.2,0,0,0,0,0,3,3,0,2,0,11,A,W,2016,1610612747,0,0,0,0,2,2,0,0,20,15,-7,0,2,0,0,19.8,0,5.4,0,0
326496,21600182,1627879,1610612759,Nicolas,Laprovittola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,W,2016,1610612747,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
326503,21600183,200755,1610612746,JJ,Redick,26,8,12,0.667,6,8,0.75,4,4,1,1,1,2,3,0,3,1,26,A,W,2016,1610612758,0,0,0,0,4,11,0,0,25,59,-3,0,3,0,2,36,2.769230769,2.769230769,0,0
326519,21600184,2403,1610612745,Nene,Hilario,17,6,9,0.667,1,1,1,3,3,1,1,5,0,2,1,1,0,16,H,W,2016,1610612762,0,0,0,0,8,0,0,0,17,29,3,0,2,3,6,33.88235294,12.70588235,0,2.117647059,0
326619,21600189,200782,1610612756,PJ,Tucker,31,1,3,0.333,1,2,0.5,4,4,1,1,6,2,1,0,0,0,7,A,L,2016,1610612755,0,0,0,0,0,2,0,0,30,35,-7,0,0,0,7,8.129032258,8.129032258,2.322580645,0,0
326693,21600192,200755,1610612746,JJ,Redick,25,3,9,0.333,1,5,0.2,3,4,0.75,0,2,3,1,2,1,1,10,H,W,2016,1610612741,0,0,0,0,2,3,0,0,25,11,12,1,2,0,2,14.4,2.88,4.32,2.88,1.44
326707,21600192,1626245,1610612741,Cristiano,Felicio,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,L,2016,1610612746,0,0,0,0,0,0,0,0,1,58,-4,0,0,0,1,0,18,0,0,0
326818,21600198,101150,1610612747,Lou,Williams,30,8,14,0.571,5,6,0.833,4,6,0.667,1,0,3,2,2,2,0,25,H,L,2016,1610612741,0,0,0,0,6,5,0,0,30,4,-3,1,8,3,1,30,1.2,3.6,2.4,1.2
326834,21600198,1626245,1610612741,Cristiano,Felicio,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,A,W,2016,1610612747,0,0,0,0,0,0,0,0,2,14,-8,1,0,0,1,0,18,0,0,18
326861,21600200,200782,1610612756,PJ,Tucker,21,0,1,0,0,0,0,0,0,0,2,6,1,2,1,1,0,0,A,L,2016,1610612764,0,0,0,0,0,0,0,0,21,3,5,0,0,0,8,0,13.71428571,1.714285714,1.714285714,0
326921,21600202,203949,1610612744,James Michael,McAdoo,8,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,A,W,2016,1610612754,0,0,0,0,0,0,0,0,8,18,4,0,0,0,2,0,9,0,0,0
326927,21600203,2403,1610612745,Nene,Hilario,13,2,4,0.5,0,0,0,0,0,0,2,5,1,5,1,3,1,4,A,W,2016,1610612765,0,0,1,0,2,0,0,0,12,59,8,0,0,0,7,11.07692308,19.38461538,2.769230769,2.769230769,0
326988,21600206,1938,1610612759,Manu,Ginobili,25,2,6,0.333,2,5,0.4,2,2,1,1,3,3,1,3,2,0,8,H,W,2016,1610612742,0,0,0,0,0,0,0,0,24,41,3,1,0,0,4,11.52,5.76,4.32,4.32,1.44
326992,21600206,201988,1610612759,Patty,Mills,30,6,11,0.545,2,5,0.4,3,4,0.75,1,2,1,1,2,2,0,17,H,W,2016,1610612742,0,0,0,0,6,3,0,0,30,7,14,0,3,3,3,20.4,3.6,1.2,2.4,0
327011,21600207,200755,1610612746,JJ,Redick,29,4,7,0.571,3,4,0.75,9,9,1,0,2,0,2,1,2,0,20,H,W,2016,1610612761,0,0,0,0,0,0,0,0,29,11,18,0,0,0,2,24.82758621,2.482758621,0,1.24137931,0
327090,21600211,101150,1610612747,Lou,Williams,23,4,12,0.333,2,6,0.333,3,3,1,0,1,5,1,0,0,0,13,H,W,2016,1610612760,0,0,0,0,2,0,0,0,22,59,0,2,0,4,1,20.34782609,1.565217391,7.826086957,0,3.130434783
327130,21600213,1938,1610612759,Manu,Ginobili,16,1,6,0.167,1,3,0.333,2,2,1,0,3,2,3,2,0,0,5,A,W,2016,1610612766,0,0,0,0,0,0,0,0,16,8,-3,0,0,0,3,11.25,6.75,4.5,4.5,0
327142,21600213,201988,1610612759,Patty,Mills,19,2,4,0.5,1,3,0.333,3,3,1,1,1,4,3,1,1,0,8,A,W,2016,1610612766,0,0,0,0,2,0,0,0,19,22,-3,0,3,0,2,15.15789474,3.789473684,7.578947368,1.894736842,0
327152,21600214,200782,1610612756,PJ,Tucker,27,4,9,0.444,2,4,0.5,0,0,0,1,6,1,2,1,2,0,10,A,W,2016,1610612753,0,0,0,0,4,0,0,0,26,44,2,1,0,0,7,13.33333333,9.333333333,1.333333333,1.333333333,1.333333333
327176,21600215,2747,1610612739,JR,Smith,27,3,3,1,2,2,1,0,0,0,1,1,0,3,0,1,0,8,H,W,2016,1610612757,0,0,0,0,2,0,0,0,27,27,18,0,2,0,2,10.66666667,2.666666667,0,0,0
327264,21600219,2403,1610612745,Nene,Hilario,6,1,2,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,H,L,2016,1610612761,0,0,0,0,0,0,0,0,5,33,-4,1,0,0,1,12,6,0,0,6
327289,21600220,200755,1610612746,JJ,Redick,22,4,9,0.444,1,4,0.25,1,1,1,0,2,1,1,0,3,0,10,A,W,2016,1610612742,0,0,0,0,2,5,0,0,21,51,15,0,2,0,2,16.36363636,3.272727273,1.636363636,0,0
327303,21600220,1627773,1610612742,AJ,Hammons,3,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,H,L,2016,1610612746,0,0,0,0,0,0,0,0,3,26,9,0,0,0,2,0,24,12,0,0
327361,21600223,101150,1610612747,Lou,Williams,22,6,11,0.545,1,2,0.5,3,5,0.6,0,0,2,1,1,2,0,16,A,L,2016,1610612744,0,0,0,0,8,5,0,0,21,43,-10,1,2,0,0,26.18181818,0,3.272727273,1.636363636,1.636363636
327400,21600225,1938,1610612759,Manu,Ginobili,22,0,6,0,0,4,0,3,4,0.75,1,1,2,2,0,2,0,3,A,W,2016,1610612738,0,0,0,0,0,0,0,0,21,44,5,0,0,0,2,4.909090909,3.272727273,3.272727273,0,0
327409,21600225,201988,1610612759,Patty,Mills,24,6,8,0.75,2,3,0.667,5,5,1,0,1,1,2,1,4,0,19,A,W,2016,1610612738,0,0,0,0,2,0,0,0,24,14,-2,0,3,0,1,28.5,1.5,1.5,1.5,0
327443,21600227,2399,1610612739,Mike,Dunleavy,14,1,3,0.333,1,3,0.333,2,2,1,0,0,1,0,0,0,0,5,H,W,2016,1610612742,0,0,0,0,0,0,0,0,14,4,3,1,2,2,0,12.85714286,0,2.571428571,0,2.571428571
327446,21600227,2747,1610612739,JR,Smith,26,1,11,0.091,1,10,0.1,0,0,0,0,2,2,3,3,2,0,3,H,W,2016,1610612742,0,0,0,0,0,0,0,0,25,53,27,0,0,0,2,4.153846154,2.769230769,2.769230769,4.153846154,0
327463,21600227,1627773,1610612742,AJ,Hammons,6,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,A,L,2016,1610612739,0,0,0,0,0,0,0,0,6,1,1,1,0,0,1,0,6,0,0,6
327504,21600229,1626154,1610612741,RJ,Hunter,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,W,2016,1610612755,0,0,0,0,0,0,0,0,3,35,-7,0,0,0,1,0,9,0,0,0
327508,21600229,1626245,1610612741,Cristiano,Felicio,7,0,5,0,0,0,0,0,0,0,3,2,1,1,0,0,1,0,A,W,2016,1610612755,0,0,0,0,0,0,0,0,7,13,-12,1,0,0,5,0,25.71428571,5.142857143,0,5.142857143
327515,21600230,200755,1610612746,JJ,Redick,33,9,14,0.643,3,6,0.5,3,3,1,0,3,1,1,0,3,0,24,A,L,2016,1610612765,0,0,0,0,2,3,0,0,32,43,-6,0,0,3,3,26.18181818,3.272727273,1.090909091,0,0
327641,21600236,200782,1610612756,PJ,Tucker,28,1,4,0.25,1,2,0.5,1,2,0.5,1,4,0,1,0,1,0,4,H,L,2016,1610612750,0,0,0,0,0,0,0,0,27,58,-13,1,0,0,5,5.142857143,6.428571429,0,0,1.285714286
327689,21600238,101150,1610612747,Lou,Williams,26,5,13,0.385,0,4,0,3,4,0.75,1,2,2,0,1,4,0,13,H,L,2016,1610612744,0,0,0,0,8,2,0,0,25,58,1,1,0,0,3,18,4.153846154,2.769230769,1.384615385,1.384615385
327700,21600238,203949,1610612744,James Michael,McAdoo,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,A,W,2016,1610612747,0,0,0,0,0,0,0,0,1,56,4,0,0,0,0,36,0,0,0,0
327707,21600239,2403,1610612745,Nene,Hilario,15,4,5,0.8,0,0,0,2,2,1,0,0,0,4,0,0,0,10,A,W,2016,1610612758,0,0,0,0,8,0,0,0,14,59,5,1,0,2,0,24,0,0,0,2.4
327736,21600240,201988,1610612759,Patty,Mills,19,4,7,0.571,3,5,0.6,2,2,1,0,3,4,1,0,1,0,13,A,W,2016,1610612764,0,0,0,0,0,0,0,0,19,25,13,0,0,3,3,24.63157895,5.684210526,7.578947368,0,0
327752,21600240,1627879,1610612759,Nicolas,Laprovittola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,W,2016,1610612764,0,0,0,0,0,0,0,0,1,7,-3,0,0,0,0,0,0,0,0,0
327837,21600245,2399,1610612739,Mike,Dunleavy,9,1,6,0.167,0,3,0,0,0,0,0,0,1,1,0,0,0,2,A,W,2016,1610612755,0,0,0,0,2,0,0,0,8,42,-2,1,0,0,0,8,0,4,0,4
327840,21600245,2747,1610612739,JR,Smith,39,0,11,0,0,7,0,0,0,0,1,4,1,2,0,0,1,0,A,W,2016,1610612755,0,0,0,0,0,0,0,0,38,31,-2,1,0,0,5,0,4.615384615,0.923076923,0,0.923076923
327858,21600246,200782,1610612756,PJ,Tucker,42,6,10,0.6,3,5,0.6,6,7,0.857,1,7,1,3,1,0,0,21,H,L,2016,1610612743,0,0,0,0,6,5,0,0,41,37,12,0,0,4,8,18,6.857142857,0.857142857,0.857142857,0
327923,21600249,200755,1610612746,JJ,Redick,22,1,7,0.143,1,5,0.2,2,2,1,0,2,1,0,0,3,0,5,A,L,2016,1610612754,0,0,0,0,0,0,0,0,22,7,-12,1,0,0,2,8.181818182,3.272727273,1.636363636,0,1.636363636
327959,21600251,2403,1610612745,Nene,Hilario,15,4,7,0.571,0,0,0,0,0,0,0,4,1,4,0,1,1,8,A,W,2016,1610612757,0,0,0,0,8,0,0,0,15,23,5,0,0,0,4,19.2,9.6,2.4,0,0
327981,21600252,101150,1610612747,Lou,Williams,27,5,13,0.385,2,6,0.333,9,9,1,0,4,3,2,0,1,0,21,H,W,2016,1610612737,0,0,0,0,2,3,0,0,27,25,25,1,3,3,4,28,5.333333333,4,0,1.333333333
328041,21600254,1627751,1610612761,Jakob,Poeltl,4,0,0,0,0,0,0,2,4,0.5,1,0,0,1,0,1,0,2,H,W,2016,1610612755,0,0,0,0,0,0,0,0,3,34,0,0,2,2,1,18,9,0,0,0
328181,21600261,200755,1610612746,JJ,Redick,38,7,18,0.389,3,10,0.3,1,1,1,0,2,2,4,0,1,0,18,A,L,2016,1610612751,0,0,0,0,4,2,0,0,38,5,-4,0,2,2,2,17.05263158,1.894736842,1.894736842,0,0
328197,21600262,2399,1610612739,Mike,Dunleavy,12,2,4,0.5,1,3,0.333,0,0,0,0,1,2,0,0,1,0,5,A,L,2016,1610612749,0,0,0,0,2,0,0,0,11,36,-11,0,0,0,1,15,3,6,0,0
328200,21600262,2747,1610612739,JR,Smith,30,2,7,0.286,2,7,0.286,0,0,0,0,0,1,4,2,2,1,6,A,L,2016,1610612749,0,0,0,0,0,3,0,0,29,48,-10,0,3,0,0,7.2,0,1.2,2.4,0
328221,21600263,101150,1610612747,Lou,Williams,22,5,14,0.357,2,7,0.286,4,5,0.8,1,2,4,0,1,2,1,16,A,L,2016,1610612740,0,0,0,0,6,2,0,0,22,25,-10,0,1,0,3,26.18181818,4.909090909,6.545454545,1.636363636,0
328243,21600264,1938,1610612759,Manu,Ginobili,23,4,9,0.444,2,5,0.4,3,4,0.75,4,2,3,3,2,2,0,13,H,L,2016,1610612753,0,0,0,0,4,2,0,0,22,31,0,0,3,2,6,20.34782609,9.391304348,4.695652174,3.130434783,0
328253,21600264,201988,1610612759,Patty,Mills,19,2,5,0.4,1,3,0.333,2,2,1,0,2,2,2,1,2,0,7,H,L,2016,1610612753,0,0,0,0,0,3,0,0,19,10,-2,0,5,2,2,13.26315789,3.789473684,3.789473684,1.894736842,0
328263,21600264,203912,1610612753,CJ,Wilcox,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,A,W,2016,1610612759,0,0,0,0,0,0,0,0,1,36,-5,0,0,0,0,0,0,18,0,0
328270,21600265,2403,1610612745,Nene,Hilario,16,2,8,0.25,0,0,0,0,1,0,2,2,0,1,0,0,1,4,A,L,2016,1610612762,0,0,0,0,4,0,0,0,16,14,-4,2,0,0,4,9,9,0,0,4.5
328284,21600265,203909,1610612745,KJ,McDaniels,3,1,2,0.5,1,1,1,1,2,0.5,0,1,0,0,0,0,2,4,A,L,2016,1610612762,0,0,0,0,0,0,0,0,3,21,2,0,0,0,1,48,12,0,0,0
328354,21600269,101150,1610612747,Lou,Williams,28,4,12,0.333,1,3,0.333,9,11,0.818,0,5,5,0,1,2,1,18,A,W,2016,1610612741,0,0,0,0,4,0,0,0,28,29,20,0,0,2,5,23.14285714,6.428571429,6.428571429,1.285714286,0
328419,21600272,201988,1610612759,Patty,Mills,29,9,12,0.75,5,6,0.833,0,0,0,0,3,4,1,1,2,0,23,A,W,2016,1610612742,0,0,0,0,2,2,0,0,29,11,12,0,2,0,3,28.55172414,3.724137931,4.965517241,1.24137931,0
328434,21600272,1627879,1610612759,Nicolas,Laprovittola,19,3,6,0.5,1,3,0.333,0,0,0,0,1,0,2,0,1,0,7,A,W,2016,1610612742,0,0,0,0,4,2,0,0,18,49,-5,0,0,3,1,13.26315789,1.894736842,0,0,0
328460,21600274,200782,1610612756,PJ,Tucker,30,6,9,0.667,2,3,0.667,3,3,1,1,2,2,1,0,2,0,17,H,W,2016,1610612737,0,0,0,0,6,2,0,0,30,23,-7,0,3,0,3,20.4,3.6,2.4,0,0
328568,21600279,2747,1610612739,JR,Smith,24,1,3,0.333,1,3,0.333,0,0,0,0,2,1,5,1,1,1,3,H,L,2016,1610612746,0,0,0,0,0,0,0,0,23,39,-13,0,0,0,2,4.5,3,1.5,1.5,0
328573,21600279,200755,1610612746,JJ,Redick,25,9,13,0.692,4,6,0.667,1,2,0.5,0,2,1,1,0,2,0,23,A,W,2016,1610612739,0,0,0,0,4,2,0,0,25,6,18,0,2,3,2,33.12,2.88,1.44,0,0
328620,21600281,203949,1610612744,James Michael,McAdoo,8,2,2,1,0,0,0,0,0,0,0,2,1,1,1,0,0,4,H,L,2016,1610612745,0,0,0,0,4,0,0,0,8,19,1,0,0,0,2,18,9,4.5,4.5,0
328640,21600282,203912,1610612753,CJ,Wilcox,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,A,W,2016,1610612755,0,0,0,0,0,0,0,0,2,5,-4,0,0,0,1,0,18,0,0,0
328675,21600284,101150,1610612747,Lou,Williams,25,4,14,0.286,1,6,0.167,4,5,0.8,0,1,4,3,0,4,0,13,A,L,2016,1610612761,0,0,0,0,4,0,0,0,25,22,-20,0,0,0,1,18.72,1.44,5.76,0,0
328694,21600284,1627751,1610612761,Jakob,Poeltl,6,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,H,W,2016,1610612747,0,0,0,0,0,0,0,0,5,38,7,0,0,0,2,0,12,12,0,0
328719,21600286,2747,1610612739,JR,Smith,33,3,8,0.375,3,8,0.375,0,0,0,0,2,2,3,1,1,0,9,A,L,2016,1610612741,0,0,0,0,0,3,0,0,32,52,-11,0,0,0,2,9.818181818,2.181818182,2.181818182,1.090909091,0
328779,21600289,1938,1610612759,Manu,Ginobili,24,4,6,0.667,1,3,0.333,4,4,1,0,1,7,2,3,2,0,13,H,W,2016,1610612764,0,0,0,0,2,2,0,0,24,10,16,0,5,0,1,19.5,1.5,10.5,4.5,0
328787,21600289,201988,1610612759,Patty,Mills,28,4,9,0.444,2,4,0.5,0,0,0,1,3,8,1,0,1,0,10,H,W,2016,1610612764,0,0,0,0,0,0,0,0,27,40,11,0,0,0,4,12.85714286,5.142857143,10.28571429,0,0
328797,21600289,1627879,1610612759,Nicolas,Laprovittola,20,2,5,0.4,1,3,0.333,2,2,1,0,1,3,3,2,2,0,7,H,W,2016,1610612764,0,0,0,0,2,2,0,0,20,14,-9,0,7,0,1,12.6,1.8,5.4,3.6,0
328813,21600290,203909,1610612745,KJ,McDaniels,4,1,3,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,A,W,2016,1610612743,0,0,0,0,2,0,0,0,4,25,-4,0,0,0,0,18,0,0,0,0
328883,21600293,1627751,1610612761,Jakob,Poeltl,4,1,2,0.5,0,0,0,0,1,0,1,0,0,0,1,0,1,2,H,W,2016,1610612737,0,0,0,0,2,2,0,0,4,10,6,0,2,0,1,18,9,0,9,0
328912,21600295,101150,1610612747,Lou,Williams,32,11,20,0.55,4,8,0.5,14,14,1,0,2,1,0,2,2,0,40,A,L,2016,1610612763,0,0,0,0,10,5,0,0,31,34,1,0,6,0,2,45,2.25,1.125,2.25,0
328942,21600296,1626154,1610612741,RJ,Hunter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,L,2016,1610612742,0,0,0,0,0,0,0,0,1,46,-5,0,0,0,0,0,0,0,0,0
328945,21600296,1626245,1610612741,Cristiano,Felicio,15,1,3,0.333,0,0,0,1,2,0.5,2,2,0,0,0,0,1,3,A,L,2016,1610612742,0,0,0,0,2,0,0,0,14,41,-3,0,0,3,4,7.2,9.6,0,0,0
328949,21600296,1627773,1610612742,AJ,Hammons,2,1,2,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,H,W,2016,1610612741,0,0,0,0,0,0,0,0,2,11,5,1,0,2,1,36,18,0,0,18
328998,21600299,200782,1610612756,PJ,Tucker,28,4,11,0.364,1,5,0.2,0,0,0,5,2,2,4,1,0,0,9,A,L,2016,1610612744,0,1,0,0,6,4,0,0,28,23,-17,1,7,5,7,11.57142857,9,2.571428571,1.285714286,1.285714286
329082,21600303,101139,1610612754,CJ,Miles,15,4,7,0.571,1,3,0.333,3,3,1,2,3,0,2,0,2,0,12,A,W,2016,1610612746,0,0,0,0,4,0,0,0,15,12,18,0,0,2,5,28.8,12,0,0,0
329084,21600303,200755,1610612746,JJ,Redick,31,5,15,0.333,5,11,0.455,0,0,0,0,3,1,5,0,2,0,15,H,L,2016,1610612754,0,0,0,0,0,0,0,0,30,30,7,0,6,3,3,17.41935484,3.483870968,1.161290323,0,0
329121,21600305,2399,1610612739,Mike,Dunleavy,7,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A,W,2016,1610612761,0,0,0,0,0,0,0,0,7,18,2,0,0,0,0,0,0,5.142857143,0,0
329123,21600305,2747,1610612739,JR,Smith,10,1,2,0.5,0,1,0,0,0,0,0,0,0,0,1,1,0,2,A,W,2016,1610612761,0,0,0,0,0,0,0,0,10,16,5,0,0,0,0,7.2,0,0,3.6,0
329200,21600309,1938,1610612759,Manu,Ginobili,21,2,7,0.286,1,3,0.333,1,2,0.5,0,2,1,1,4,2,0,6,A,W,2016,1610612749,0,0,0,0,2,0,0,0,20,39,9,0,0,2,2,10.28571429,3.428571429,1.714285714,6.857142857,0
