field1,Game_id,Person_id,Team_id,First_Name,Last_Name,minutes,Field_Goals,Field_Goals_Attempted,Field_Goal_Percentage,Three_Pointers,Three_Pointers_Attempted,Three_Point_Percentage,Free_Throws,Free_Throws_Attempted,Free_Throw_Percentage,Offensive_Rebounds,Defensive_Rebounds,Assists,Personal_Fouls,Steals,Turnovers,Blocked_Shots,Points,location,outcome,season_id,vs_team_id,league_id,Technical_Fouls,Flagrant_Fouls,Ejections,Points_In_Paint,Fast_Break_Points,Triple_Doubles,Double_Doubles,actual_minutes,actual_seconds,Plus_Minus,Blocks_Against,PTS_OFF_TO,Second_Chance_PTS,Total_Rebounds,points_per_36,rebounds_per_36,assists_per_36,steals_per_36,blocks_per_36,br_url,col_games,col_minutes,intl_games,intl_minutes,intl_group,game_score,field1,Game_id,Season,Arena_id,Home_Team_id,Visitor_Team_id,Date_EST,Time_EST,Time_Local,Game_Number,Attendance,Playoff_Indicator
314039,21500825,1626154,1610612738,RJ,Hunter,3,0,1,0,0,1,0,0,0,0.0,0,0,1,0,0,0,0,0,A,W,2015,1610612743,0,0,0,0,0,0,0,0,2,30,0,0,0,0,0,0.0,0.0,12,0,0,rj-hunter-1,99,3435,,,,0,15303,21500825,22015,139,1610612743,1610612738,2016-02-21,1900-01-01 17:00:00,1900-01-01 15:00:00,825,16065.0,0
314166,21500831,1626245,1610612741,Cristiano,Felicio,4,0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0,H,W,2015,1610612747,0,0,0,0,0,0,0,0,4,8,3,0,0,0,1,0.0,9.0,0,0,0,cristiano-felicio-1,,,,,,0.3,15309,21500831,22015,66,1610612741,1610612747,2016-02-21,1900-01-01 20:00:00,1900-01-01 19:00:00,831,23143.0,0
314191,21500833,2747,1610612739,JR,Smith,36,3,7,0.429,1,3,0.333,0,0,0.0,1,3,0,2,0,2,0,7,H,L,2015,1610612765,0,0,0,0,2,0,0,0,36,13,-14,1,0,0,4,7.0,4.0,0,0,1,jr-smith-1,,,,,,2.1,15311,21500833,22015,22,1610612739,1610612765,2016-02-22,1900-01-01 19:00:00,1900-01-01 19:00:00,833,20562.0,0
314447,21500845,2747,1610612739,JR,Smith,34,6,11,0.545,2,3,0.667,2,2,1.0,0,5,2,1,3,0,0,16,H,W,2015,1610612766,0,0,0,0,2,2,0,0,34,2,12,0,2,0,5,16.94117647,5.294117647,2.117647059,3.176470588,0,jr-smith-1,,,,,,16.2,15323,21500845,22015,22,1610612739,1610612766,2016-02-24,1900-01-01 19:00:00,1900-01-01 19:00:00,845,20562.0,0
314567,21500850,1626245,1610612741,Cristiano,Felicio,12,1,1,1,0,0,0,0,0,0.0,1,3,0,1,1,0,1,2,H,W,2015,1610612764,0,0,0,0,2,0,0,0,12,21,-17,0,0,0,4,6.0,12.0,0,3,0,cristiano-felicio-1,,,,,,4.6,15328,21500850,22015,66,1610612741,1610612764,2016-02-24,1900-01-01 20:00:00,1900-01-01 19:00:00,850,21560.0,0
314706,21500856,1626154,1610612738,RJ,Hunter,4,0,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,H,W,2015,1610612749,0,0,0,0,0,0,0,0,3,41,-4,0,0,0,0,0.0,0.0,0,0,0,rj-hunter-1,99,3435,,,,-0.7,15334,21500856,22015,17,1610612738,1610612749,2016-02-25,1900-01-01 19:30:00,1900-01-01 19:30:00,856,18157.0,0
314862,21500864,2747,1610612739,JR,Smith,32,5,8,0.625,3,6,0.5,0,0,0.0,0,3,0,3,0,0,0,13,A,L,2015,1610612761,0,0,0,0,2,0,0,0,32,8,4,0,0,0,3,14.625,3.375,0,0,0,jr-smith-1,,,,,,9.1,15342,21500864,22015,116,1610612761,1610612739,2016-02-26,1900-01-01 19:30:00,1900-01-01 19:30:00,864,19800.0,0
314900,21500865,1626245,1610612741,Cristiano,Felicio,6,1,2,0.5,0,0,0,0,0,0.0,0,1,0,0,0,1,0,2,A,L,2015,1610612737,0,0,0,0,0,2,0,0,6,22,-2,0,0,0,1,12.0,6.0,0,0,0,cristiano-felicio-1,,,,,,0.3,15343,21500865,22015,135,1610612737,1610612741,2016-02-26,1900-01-01 20:00:00,1900-01-01 20:00:00,865,18123.0,0
315023,21500871,1626245,1610612741,Cristiano,Felicio,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,H,L,2015,1610612757,0,0,0,0,0,0,0,0,2,27,-2,0,0,0,1,0.0,18.0,18,0,0,cristiano-felicio-1,,,,,,1,15349,21500871,22015,66,1610612741,1610612757,2016-02-27,1900-01-01 20:00:00,1900-01-01 19:00:00,871,21962.0,0
315134,21500877,2747,1610612739,JR,Smith,18,4,8,0.5,0,0,0,0,0,0.0,0,4,1,4,2,1,0,8,A,L,2015,1610612764,0,0,0,0,2,0,0,0,18,13,-9,0,0,2,4,16.0,8.0,2,4,0,jr-smith-1,,,,,,5.3,15355,21500877,22015,77,1610612764,1610612739,2016-02-28,1900-01-01 13:00:00,1900-01-01 13:00:00,877,20356.0,0
315276,21500884,2747,1610612739,JR,Smith,34,4,14,0.286,3,10,0.3,0,0,0.0,1,2,0,1,1,0,0,11,H,W,2015,1610612754,0,0,0,0,0,0,0,0,33,47,10,1,2,2,3,11.64705882,3.176470588,0,1.058823529,1.058823529,jr-smith-1,,,,,,4.7,15362,21500884,22015,22,1610612739,1610612754,2016-02-29,1900-01-01 19:00:00,1900-01-01 19:00:00,884,20562.0,0
315454,21500892,1626245,1610612741,Cristiano,Felicio,6,0,3,0,0,0,0,0,0,0.0,1,0,1,1,0,0,0,0,A,L,2015,1610612748,0,0,0,0,0,0,0,0,6,16,-7,1,0,0,1,0.0,6.0,6,0,6,cristiano-felicio-1,,,,,,-1.1,15370,21500892,22015,146,1610612748,1610612741,2016-03-01,1900-01-01 19:30:00,1900-01-01 19:30:00,892,19654.0,0
315570,21500897,1626245,1610612741,Cristiano,Felicio,5,0,0,0,0,0,0,0,0,0.0,0,5,1,0,0,1,0,0,A,L,2015,1610612753,0,0,0,0,0,0,0,0,5,3,8,0,0,0,5,0.0,36.0,7.2,0,0,cristiano-felicio-1,,,,,,1.2,15375,21500897,22015,430,1610612753,1610612741,2016-03-02,1900-01-01 19:00:00,1900-01-01 19:00:00,897,16072.0,0
315614,21500899,1626154,1610612738,RJ,Hunter,4,0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,H,W,2015,1610612757,0,0,0,0,0,0,0,0,3,37,-5,1,0,0,0,0.0,0.0,0,0,9,rj-hunter-1,99,3435,,,,-2.1,15377,21500899,22015,17,1610612738,1610612757,2016-03-02,1900-01-01 19:30:00,1900-01-01 19:30:00,899,18624.0,0
315964,21500917,2747,1610612739,JR,Smith,31,3,5,0.6,2,4,0.5,2,2,1.0,0,1,3,3,2,0,0,10,H,W,2015,1610612764,0,0,0,0,0,2,0,0,30,41,13,0,0,0,1,11.61290323,1.161290323,3.483870968,2.322580645,0,jr-smith-1,,,,,,10.9,15395,21500917,22015,22,1610612739,1610612764,2016-03-04,1900-01-01 20:00:00,1900-01-01 20:00:00,917,20562.0,0
316074,21500922,2747,1610612739,JR,Smith,34,5,15,0.333,4,10,0.4,0,0,0.0,0,3,3,1,0,0,0,14,H,W,2015,1610612738,0,0,0,0,2,0,0,0,34,13,3,0,3,3,3,14.82352941,3.176470588,3.176470588,0,0,jr-smith-1,,,,,,8.1,15400,21500922,22015,22,1610612739,1610612738,2016-03-05,1900-01-01 19:00:00,1900-01-01 19:00:00,922,20562.0,0
316406,21500938,2747,1610612739,JR,Smith,35,2,11,0.182,1,8,0.125,1,2,0.5,1,4,1,3,0,1,1,6,H,L,2015,1610612763,0,0,0,0,2,0,0,0,34,34,-6,0,0,0,5,6.171428571,5.142857143,1.028571429,0,0,jr-smith-1,,,,,,-0.2,15416,21500938,22015,22,1610612739,1610612763,2016-03-07,1900-01-01 19:00:00,1900-01-01 19:00:00,938,20562.0,0
316722,21500953,1626154,1610612738,RJ,Hunter,2,1,1,1,1,1,1,0,0,0.0,0,0,0,0,0,0,0,3,H,W,2015,1610612763,0,0,0,0,0,3,0,0,1,51,0,0,0,0,0,54.0,0.0,0,0,0,rj-hunter-1,99,3435,,,,2.7,15431,21500953,22015,17,1610612738,1610612763,2016-03-09,1900-01-01 19:00:00,1900-01-01 19:00:00,953,17790.0,0
316792,21500957,2747,1610612739,JR,Smith,28,6,13,0.462,3,9,0.333,0,0,0.0,2,3,0,5,1,0,0,15,A,W,2015,1610612758,0,0,0,0,4,0,0,0,28,1,-2,0,0,7,5,19.28571429,6.428571429,0,1.285714286,0,jr-smith-1,,,,,,9.6,15435,21500957,22015,3,1610612758,1610612739,2016-03-09,1900-01-01 22:00:00,1900-01-01 19:00:00,957,17317.0,0
316898,21500962,2747,1610612739,JR,Smith,34,5,10,0.5,4,7,0.571,3,4,0.75,0,2,2,4,2,0,1,17,A,W,2015,1610612747,0,0,0,0,0,3,0,0,33,33,7,0,2,3,2,18.0,2.117647059,2.117647059,2.117647059,0,jr-smith-1,,,,,,14.7,15440,21500962,22015,137,1610612747,1610612739,2016-03-10,1900-01-01 22:30:00,1900-01-01 19:30:00,962,18997.0,0
317002,21500966,1626245,1610612741,Cristiano,Felicio,4,0,1,0,0,0,0,1,2,0.5,0,3,0,0,0,0,0,1,H,L,2015,1610612748,0,0,0,0,0,0,0,0,3,52,1,0,0,0,3,9.0,27.0,0,0,0,cristiano-felicio-1,,,,,,0.8,15444,21500966,22015,66,1610612741,1610612748,2016-03-11,1900-01-01 20:00:00,1900-01-01 19:00:00,966,22067.0,0
317346,21500983,2747,1610612739,JR,Smith,23,6,9,0.667,5,8,0.625,0,0,0.0,0,1,1,3,0,0,0,17,A,W,2015,1610612746,0,0,0,0,0,0,0,0,23,19,11,0,3,0,1,26.60869565,1.565217391,1.565217391,0,0,jr-smith-1,,,,,,12.9,15461,21500983,22015,137,1610612746,1610612739,2016-03-13,1900-01-01 15:30:00,1900-01-01 12:30:00,983,19342.0,0
317534,21500991,1626245,1610612741,Cristiano,Felicio,6,0,1,0,0,0,0,0,0,0.0,0,2,0,1,0,0,0,0,A,W,2015,1610612761,0,0,0,0,0,0,0,0,5,59,1,0,0,0,2,0.0,12.0,0,0,0,cristiano-felicio-1,,,,,,-0.5,15469,21500991,22015,116,1610612761,1610612741,2016-03-14,1900-01-01 19:30:00,1900-01-01 19:30:00,991,19800.0,0
317583,21500994,2747,1610612739,JR,Smith,29,2,12,0.167,1,8,0.125,0,0,0.0,0,1,1,2,1,1,0,5,A,L,2015,1610612762,0,1,0,0,2,0,0,0,29,28,-9,1,3,3,1,6.206896552,1.24137931,1.24137931,1.24137931,1.24137931,jr-smith-1,,,,,,-2.4,15472,21500994,22015,596,1610612762,1610612739,2016-03-14,1900-01-01 22:30:00,1900-01-01 20:30:00,994,19911.0,0
317790,21501003,1626154,1610612738,RJ,Hunter,11,1,3,0.333,1,3,0.333,0,0,0.0,0,2,1,0,1,0,0,3,H,L,2015,1610612760,0,0,0,0,0,0,0,0,10,42,8,0,3,3,2,9.818181818,6.545454545,3.272727273,3.272727273,0,rj-hunter-1,99,3435,,,,3.6,15481,21501003,22015,17,1610612738,1610612760,2016-03-16,1900-01-01 19:00:00,1900-01-01 19:00:00,1003,18624.0,0
317818,21501005,2747,1610612739,JR,Smith,40,6,17,0.353,1,8,0.125,0,0,0.0,1,3,4,3,3,1,0,13,H,W,2015,1610612742,0,0,0,0,6,2,0,0,39,51,-16,1,2,5,4,11.7,3.6,3.6,2.7,0.9,jr-smith-1,,,,,,8.7,15483,21501005,22015,22,1610612739,1610612742,2016-03-16,1900-01-01 19:00:00,1900-01-01 19:00:00,1005,20562.0,0
317856,21501006,1626245,1610612741,Cristiano,Felicio,17,1,4,0.25,0,0,0,0,0,0.0,3,3,1,1,1,0,0,2,A,L,2015,1610612764,0,0,0,0,2,0,0,0,16,52,-7,0,2,0,6,4.235294118,12.70588235,2.117647059,2.117647059,0,cristiano-felicio-1,,,,,,3.9,15484,21501006,22015,77,1610612764,1610612741,2016-03-16,1900-01-01 19:00:00,1900-01-01 19:00:00,1006,19556.0,0
318058,21501016,1626245,1610612741,Cristiano,Felicio,21,2,3,0.667,0,0,0,2,2,1.0,4,6,3,1,1,0,2,6,H,W,2015,1610612751,0,0,0,0,2,2,0,0,20,32,20,0,0,0,10,10.28571429,17.14285714,5.142857143,1.714285714,0,cristiano-felicio-1,,,,,,13.4,15494,21501016,22015,66,1610612741,1610612751,2016-03-17,1900-01-01 20:00:00,1900-01-01 19:00:00,1016,21513.0,0
318129,21501020,2747,1610612739,JR,Smith,24,3,7,0.429,2,5,0.4,0,0,0.0,0,0,2,2,0,1,0,8,A,W,2015,1610612753,0,0,0,0,0,3,0,0,23,32,-3,0,0,0,0,12.0,0.0,3,0,0,jr-smith-1,,,,,,3.9,15498,21501020,22015,430,1610612753,1610612739,2016-03-18,1900-01-01 19:00:00,1900-01-01 19:00:00,1020,18046.0,0
318207,21501023,1626154,1610612738,RJ,Hunter,14,3,3,1,2,2,1,0,0,0.0,0,0,1,0,0,3,0,8,A,L,2015,1610612761,0,0,0,0,2,3,0,0,13,48,3,0,3,0,0,20.57142857,0.0,2.571428571,0,0,rj-hunter-1,99,3435,,,,4.8,15501,21501023,22015,116,1610612761,1610612738,2016-03-18,1900-01-01 19:30:00,1900-01-01 19:30:00,1023,19800.0,0
318408,21501033,2747,1610612739,JR,Smith,19,1,2,0.5,0,1,0,0,0,0.0,0,0,0,1,1,0,0,2,A,L,2015,1610612748,0,0,0,0,0,0,0,0,19,11,-18,0,0,0,0,3.789473684,0.0,0,1.894736842,0,jr-smith-1,,,,,,1.6,15511,21501033,22015,146,1610612748,1610612739,2016-03-19,1900-01-01 19:30:00,1900-01-01 19:30:00,1033,19737.0,0
318443,21501034,1626245,1610612741,Cristiano,Felicio,12,2,3,0.667,0,0,0,0,0,0.0,0,2,0,1,1,1,0,4,H,W,2015,1610612762,0,0,0,0,2,0,0,0,12,10,9,0,0,0,2,12.0,6.0,0,3,0,cristiano-felicio-1,,,,,,2.9,15512,21501034,22015,66,1610612741,1610612762,2016-03-19,1900-01-01 20:00:00,1900-01-01 19:00:00,1034,21856.0,0
318633,21501044,2747,1610612739,JR,Smith,29,6,12,0.5,3,6,0.5,0,0,0.0,1,3,5,3,4,1,0,15,H,W,2015,1610612743,0,0,0,0,6,2,0,0,28,47,21,0,3,2,4,18.62068966,4.965517241,6.206896552,4.965517241,0,jr-smith-1,,,,,,15.9,15522,21501044,22015,22,1610612739,1610612743,2016-03-21,1900-01-01 19:00:00,1900-01-01 19:00:00,1044,20562.0,0
318942,21501059,2747,1610612739,JR,Smith,37,5,10,0.5,3,7,0.429,0,0,0.0,3,0,4,3,1,1,0,13,H,W,2015,1610612749,0,0,0,0,0,0,0,0,36,42,2,0,6,0,3,12.64864865,2.918918919,3.891891892,0.972972973,0,jr-smith-1,,,,,,11.7,15537,21501059,22015,22,1610612739,1610612749,2016-03-23,1900-01-01 19:00:00,1900-01-01 19:00:00,1059,20562.0,0
319146,21501069,2747,1610612739,JR,Smith,32,3,10,0.3,2,8,0.25,0,0,0.0,0,2,2,2,1,2,0,8,A,L,2015,1610612751,0,0,0,0,0,0,0,0,31,35,-1,0,2,0,2,9.0,2.25,2.25,1.125,0,jr-smith-1,,,,,,2.4,15547,21501069,22015,461,1610612751,1610612739,2016-03-24,1900-01-01 19:30:00,1900-01-01 19:30:00,1069,17732.0,0
319185,21501070,1626245,1610612741,Cristiano,Felicio,21,3,5,0.6,0,0,0,0,0,0.0,0,1,0,0,0,0,1,6,A,L,2015,1610612752,0,0,0,0,2,0,0,0,21,6,-16,1,2,0,1,10.28571429,1.714285714,0,0,1.714285714,cristiano-felicio-1,,,,,,4.7,15548,21501070,22015,30,1610612752,1610612741,2016-03-24,1900-01-01 19:30:00,1900-01-01 19:30:00,1070,19812.0,0
319461,21501083,1626245,1610612741,Cristiano,Felicio,9,1,2,0.5,0,0,0,0,0,0.0,0,7,0,1,0,1,0,2,A,L,2015,1610612753,0,0,0,0,2,0,0,0,9,28,5,0,0,0,7,8.0,28.0,0,0,0,cristiano-felicio-1,,,,,,1.7,15561,21501083,22015,430,1610612753,1610612741,2016-03-26,1900-01-01 19:00:00,1900-01-01 19:00:00,1083,18846.0,0
319508,21501086,2747,1610612739,JR,Smith,31,5,11,0.455,3,8,0.375,0,0,0.0,1,2,2,3,0,1,0,13,A,W,2015,1610612752,0,0,0,0,4,2,0,0,30,50,18,0,0,3,3,15.09677419,3.483870968,2.322580645,0,0,jr-smith-1,,,,,,7.8,15564,21501086,22015,30,1610612752,1610612739,2016-03-26,1900-01-01 19:30:00,1900-01-01 19:30:00,1086,19812.0,0
319955,21501106,1626154,1610612738,RJ,Hunter,4,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,A,L,2015,1610612746,0,0,0,0,0,0,0,0,3,54,-3,0,0,0,0,0.0,0.0,0,0,0,rj-hunter-1,99,3435,,,,-0.7,15584,21501106,22015,137,1610612746,1610612738,2016-03-28,1900-01-01 22:30:00,1900-01-01 19:30:00,1106,19258.0,0
319980,21501107,1626245,1610612741,Cristiano,Felicio,7,3,3,1,0,0,0,2,2,1.0,4,1,0,1,0,0,1,8,A,W,2015,1610612754,0,0,0,0,6,0,0,0,6,39,5,0,2,6,5,41.14285714,25.71428571,0,0,0,cristiano-felicio-1,,,,,,10.5,15585,21501107,22015,136,1610612754,1610612741,2016-03-29,1900-01-01 19:00:00,1900-01-01 19:00:00,1107,17050.0,0
320052,21501111,2747,1610612739,JR,Smith,35,1,6,0.167,0,3,0,2,2,1.0,0,3,2,5,0,1,1,4,H,L,2015,1610612745,0,0,0,0,2,0,0,0,34,31,-9,0,2,2,3,4.114285714,3.085714286,2.057142857,0,0,jr-smith-1,,,,,,0.2,15589,21501111,22015,22,1610612739,1610612745,2016-03-29,1900-01-01 20:00:00,1900-01-01 20:00:00,1111,20562.0,0
320282,21501122,2747,1610612739,JR,Smith,25,3,8,0.375,2,7,0.286,0,0,0.0,0,3,3,2,2,1,0,8,H,W,2015,1610612751,0,0,0,0,2,0,0,0,24,53,20,0,0,0,3,11.52,4.32,4.32,2.88,0,jr-smith-1,,,,,,6.8,15600,21501122,22015,22,1610612739,1610612751,2016-03-31,1900-01-01 19:00:00,1900-01-01 19:00:00,1122,20562.0,0
320346,21501124,1626245,1610612741,Cristiano,Felicio,15,2,4,0.5,0,0,0,1,2,0.5,0,4,3,1,0,0,1,5,A,W,2015,1610612745,0,0,0,0,2,1,0,0,15,3,6,0,3,0,4,12.0,9.6,7.2,0,0,cristiano-felicio-1,,,,,,6.2,15602,21501124,22015,215,1610612745,1610612741,2016-03-31,1900-01-01 19:00:00,1900-01-01 18:00:00,1124,18244.0,0
320465,21501131,2747,1610612739,JR,Smith,39,4,12,0.333,4,9,0.444,0,0,0.0,1,1,3,1,0,0,0,12,A,W,2015,1610612737,0,0,0,0,0,3,0,0,39,2,9,0,0,0,2,11.07692308,1.846153846,2.769230769,0,0,jr-smith-1,,,,,,7.9,15609,21501131,22015,135,1610612737,1610612739,2016-04-01,1900-01-01 20:00:00,1900-01-01 20:00:00,1131,19427.0,0
320639,21501139,1626245,1610612741,Cristiano,Felicio,14,1,2,0.5,0,0,0,1,2,0.5,1,3,1,2,0,0,1,3,H,L,2015,1610612765,0,0,0,0,2,1,0,0,14,11,-7,0,0,0,4,7.714285714,10.28571429,2.571428571,0,0,cristiano-felicio-1,,,,,,3.8,15617,21501139,22015,66,1610612741,1610612765,2016-04-02,1900-01-01 20:00:00,1900-01-01 19:00:00,1139,22197.0,0
320722,21501144,2747,1610612739,JR,Smith,33,10,16,0.625,6,9,0.667,1,2,0.5,2,3,3,1,1,1,0,27,H,W,2015,1610612766,0,0,0,0,8,2,0,0,33,7,3,0,1,0,5,29.45454545,5.454545455,3.272727273,1.090909091,0,jr-smith-1,,,,,,23.4,15622,21501144,22015,22,1610612739,1610612766,2016-04-03,1900-01-01 15:30:00,1900-01-01 15:30:00,1144,20562.0,0
320862,21501150,1626245,1610612741,Cristiano,Felicio,14,1,5,0.2,0,0,0,2,2,1.0,4,1,1,1,1,2,0,4,A,W,2015,1610612749,0,0,0,0,2,0,0,0,14,8,-2,2,0,2,5,10.28571429,12.85714286,2.571428571,2.571428571,5.142857143,cristiano-felicio-1,,,,,,3.3,15628,21501150,22015,5,1610612749,1610612741,2016-04-03,1900-01-01 19:00:00,1900-01-01 18:00:00,1150,15768.0,0
321026,21501158,1626245,1610612741,Cristiano,Felicio,14,0,0,0,0,0,0,2,4,0.5,0,5,0,3,0,1,1,2,A,L,2015,1610612763,0,0,0,0,0,0,0,0,13,52,2,0,0,0,5,5.142857143,12.85714286,0,0,0,cristiano-felicio-1,,,,,,1.2,15636,21501158,22015,242,1610612763,1610612741,2016-04-05,1900-01-01 20:00:00,1900-01-01 19:00:00,1158,17591.0,0
321031,21501159,2747,1610612739,JR,Smith,26,7,12,0.583,7,11,0.636,0,0,0.0,0,2,1,2,1,1,0,21,A,W,2015,1610612749,0,0,0,0,0,0,0,0,26,27,18,0,0,0,2,29.07692308,2.769230769,1.384615385,1.384615385,0,jr-smith-1,,,,,,15.9,15637,21501159,22015,5,1610612749,1610612739,2016-04-05,1900-01-01 20:00:00,1900-01-01 19:00:00,1159,15061.0,0
321158,21501165,2747,1610612739,JR,Smith,24,4,7,0.571,0,1,0,2,2,1.0,0,0,2,2,0,0,1,10,A,L,2015,1610612754,0,0,0,0,2,0,0,0,24,4,-15,0,0,0,0,15.0,0.0,3,0,0,jr-smith-1,,,,,,8,15643,21501165,22015,136,1610612754,1610612739,2016-04-06,1900-01-01 19:00:00,1900-01-01 19:00:00,1165,18165.0,0
321240,21501168,1626154,1610612738,RJ,Hunter,8,1,2,0.5,0,1,0,0,0,0.0,0,1,1,0,0,0,0,2,H,W,2015,1610612740,0,0,0,0,2,0,0,0,8,1,2,0,0,2,1,9.0,4.5,4.5,0,0,rj-hunter-1,99,3435,,,,2,15646,21501168,22015,17,1610612738,1610612740,2016-04-06,1900-01-01 19:30:00,1900-01-01 19:30:00,1168,18624.0,0
321366,21501174,1626245,1610612741,Cristiano,Felicio,14,3,4,0.75,0,0,0,2,3,0.667,2,5,1,1,0,1,0,8,A,L,2015,1610612748,0,0,0,0,6,4,0,0,14,26,9,0,2,2,7,20.57142857,18.0,2.571428571,0,0,cristiano-felicio-1,,,,,,8.2,15652,21501174,22015,146,1610612748,1610612741,2016-04-07,1900-01-01 20:00:00,1900-01-01 20:00:00,1174,19771.0,0
321512,21501181,1626154,1610612738,RJ,Hunter,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,H,W,2015,1610612749,0,0,0,0,0,0,0,0,3,28,-9,0,0,0,0,0.0,0.0,0,0,0,rj-hunter-1,99,3435,,,,-1,15659,21501181,22015,17,1610612738,1610612749,2016-04-08,1900-01-01 19:30:00,1900-01-01 19:30:00,1181,18624.0,0
321658,21501188,1626154,1610612738,RJ,Hunter,1,1,1,1,1,1,1,0,0,0.0,0,0,0,0,0,0,0,3,A,L,2015,1610612737,0,0,0,0,0,0,0,0,0,51,3,0,0,0,0,108.0,0.0,0,0,0,rj-hunter-1,99,3435,,,,2.7,15666,21501188,22015,135,1610612737,1610612738,2016-04-09,1900-01-01 19:30:00,1900-01-01 19:30:00,1188,19257.0,0
321706,21501191,2747,1610612739,JR,Smith,37,8,16,0.5,7,14,0.5,1,3,0.333,1,5,4,2,1,1,0,24,A,L,2015,1610612741,0,0,0,0,0,0,0,0,36,56,8,1,3,9,6,23.35135135,5.837837838,3.891891892,0.972972973,0.972972973,jr-smith-1,,,,,,19.4,15669,21501191,22015,66,1610612741,1610612739,2016-04-09,1900-01-01 20:30:00,1900-01-01 19:30:00,1191,22186.0,0
321720,21501191,1626245,1610612741,Cristiano,Felicio,23,7,7,1,0,0,0,2,2,1.0,2,3,1,4,0,2,2,16,H,W,2015,1610612739,0,0,0,0,14,0,0,0,23,29,12,0,8,4,5,25.04347826,7.826086957,1.565217391,0,0,cristiano-felicio-1,,,,,,14.7,15669,21501191,22015,66,1610612741,1610612739,2016-04-09,1900-01-01 20:30:00,1900-01-01 19:30:00,1191,22186.0,0
321960,21501203,2747,1610612739,JR,Smith,32,1,5,0.2,0,3,0,0,0,0.0,0,1,0,1,0,1,0,2,H,W,2015,1610612737,0,0,0,0,2,0,0,0,32,16,17,0,2,0,1,2.25,1.125,0,0,0,jr-smith-1,,,,,,-2.2,15681,21501203,22015,22,1610612739,1610612737,2016-04-11,1900-01-01 19:00:00,1900-01-01 19:00:00,1203,20562.0,0
322017,21501205,1626154,1610612738,RJ,Hunter,12,4,6,0.667,2,3,0.667,1,1,1.0,0,3,0,0,1,0,0,11,H,L,2015,1610612766,0,0,0,0,4,0,0,0,12,0,8,0,3,3,3,33.0,9.0,0,3,0,rj-hunter-1,99,3435,,,,10.3,15683,21501205,22015,17,1610612738,1610612766,2016-04-11,1900-01-01 19:30:00,1900-01-01 19:30:00,1205,18624.0,0
322080,21501208,1626245,1610612741,Cristiano,Felicio,27,6,8,0.75,0,1,0,4,4,1.0,1,5,0,3,0,0,0,16,A,W,2015,1610612740,0,0,0,0,6,0,0,0,27,29,1,0,2,2,6,21.33333333,8.0,0,0,0,cristiano-felicio-1,,,,,,13.8,15686,21501208,22015,160,1610612740,1610612741,2016-04-11,1900-01-01 20:00:00,1900-01-01 19:00:00,1208,16867.0,0
322363,21501222,1626245,1610612741,Cristiano,Felicio,29,2,8,0.25,0,1,0,2,2,1.0,4,5,4,2,0,2,2,6,H,W,2015,1610612755,0,0,0,0,4,0,0,0,28,38,20,1,0,2,9,7.448275862,11.17241379,4.965517241,0,1.24137931,cristiano-felicio-1,,,,,,6.9,15700,21501222,22015,66,1610612741,1610612755,2016-04-13,1900-01-01 20:00:00,1900-01-01 19:00:00,1222,21777.0,0
322597,21600003,1627879,1610612759,Nicolas,Laprovittola,4,0,0,0,0,0,0,0,0,0.0,0,0,2,1,0,1,0,0,A,W,2016,1610612744,0,0,0,0,0,0,0,0,3,41,6,0,0,0,0,0.0,0.0,18,0,0,nicolas-laprovittola-1,,,34,931,2,-1.11e-16,15711,21600003,22016,71,1610612744,1610612759,2016-10-25,1900-01-01 22:30:00,1900-01-01 19:30:00,3,,0
322679,21600007,1627751,1610612761,Jakob,Poeltl,13,1,4,0.25,0,0,0,0,0,0.0,2,0,0,5,0,0,0,2,H,W,2016,1610612765,0,0,0,0,2,0,0,0,12,47,-4,0,0,0,2,5.538461538,5.538461538,0,0,0,jakob-poeltl-1,70,1883,,,,-1,15715,21600007,22016,116,1610612761,1610612765,2016-10-26,1900-01-01 19:30:00,1900-01-01 19:30:00,7,19800.0,0
322911,21600018,1627751,1610612761,Jakob,Poeltl,11,3,5,0.6,0,0,0,1,1,1.0,4,3,0,1,0,0,0,7,H,L,2016,1610612739,0,0,0,0,6,0,0,0,10,49,9,0,5,7,7,22.90909091,22.90909091,0,0,0,jakob-poeltl-1,70,1883,,,,8,15726,21600018,22016,116,1610612761,1610612739,2016-10-28,1900-01-01 19:00:00,1900-01-01 19:00:00,18,19800.0,0
323023,21600023,1627773,1610612742,AJ,Hammons,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,H,L,2016,1610612745,0,0,0,0,0,0,0,0,1,26,6,0,0,0,0,0.0,0.0,36,0,0,aj-hammons-1,132,3207,,,,0.7,15731,21600023,22016,193,1610612742,1610612745,2016-10-28,1900-01-01 20:30:00,1900-01-01 19:30:00,23,20163.0,0
