field1,Game_id,Person_id,Team_id,First_Name,Last_Name,minutes,Field_Goals,Field_Goals_Attempted,Field_Goal_Percentage,Three_Pointers,Three_Pointers_Attempted,Three_Point_Percentage,Free_Throws,Free_Throws_Attempted,Free_Throw_Percentage,Offensive_Rebounds,Defensive_Rebounds,Assists,Personal_Fouls,Steals,Turnovers,Blocked_Shots,Points,location,outcome,season_id,vs_team_id,league_id,Technical_Fouls,Flagrant_Fouls,Ejections,Points_In_Paint,Fast_Break_Points,Triple_Doubles,Double_Doubles,actual_minutes,actual_seconds,Plus_Minus,Blocks_Against,PTS_OFF_TO,Second_Chance_PTS,Total_Rebounds,points_per_36,rebounds_per_36,assists_per_36,steals_per_36,blocks_per_36,br_url,col_games,col_minutes,intl_games,intl_minutes,intl_group,game_score,field1,Game_id,Season,Arena_id,Home_Team_id,Visitor_Team_id,Date_EST,Time_EST,Time_Local,Game_Number,Attendance,Playoff_Indicator
323087,21600026,204002,1610612737,Edy,Tavares,4,1,1,1,0,0,0,0,2,0.0,0,1,0,0,0,0,0,2,A,W,2016,1610612755,0,0,0,0,2,0,0,0,3,36,6,0,0,0,1,18.0,9.0,0,0,0,edy-tavares-1,,,,,,1.2,15734,21600026,22016,419,1610612755,1610612737,2016-10-29,1900-01-01 12:30:00,1900-01-01 12:30:00,26,16312.0,0
323229,21600032,1627879,1610612759,Nicolas,Laprovittola,22,2,5,0.4,0,3,0,3,3,1.0,0,4,4,2,0,1,0,7,H,W,2016,1610612740,0,0,0,0,4,0,0,0,21,50,7,0,2,0,4,11.45454545,6.545454545,6.545454545,0,0,nicolas-laprovittola-1,,,34,931,2,6.5,15740,21600032,22016,199,1610612759,1610612740,2016-10-29,1900-01-01 20:00:00,1900-01-01 19:00:00,32,18418.0,0
323336,21600037,1627879,1610612759,Nicolas,Laprovittola,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,A,W,2016,1610612748,0,0,0,0,0,0,0,0,0,51,-2,0,0,0,0,0.0,0.0,0,0,0,nicolas-laprovittola-1,,,34,931,2,-0.4,15745,21600037,22016,146,1610612748,1610612759,2016-10-30,1900-01-01 18:00:00,1900-01-01 18:00:00,37,19678.0,0
323441,21600042,1627751,1610612761,Jakob,Poeltl,17,0,3,0,0,0,0,1,2,0.5,1,4,0,3,0,0,2,1,H,W,2016,1610612743,0,0,0,0,0,0,0,0,17,24,-3,1,0,1,5,2.117647059,10.58823529,0,0,2.117647059,jakob-poeltl-1,70,1883,,,,0.6,15750,21600042,22016,116,1610612761,1610612743,2016-10-31,1900-01-01 19:30:00,1900-01-01 19:30:00,42,,0
323680,21600053,1627879,1610612759,Nicolas,Laprovittola,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,H,L,2016,1610612762,0,0,0,0,0,0,0,0,0,45,-3,0,0,0,0,0.0,0.0,0,0,0,nicolas-laprovittola-1,,,34,931,2,0,15761,21600053,22016,199,1610612759,1610612762,2016-11-01,1900-01-01 20:30:00,1900-01-01 19:30:00,53,18418.0,0
323724,21600055,1627751,1610612761,Jakob,Poeltl,17,0,0,0,0,0,0,0,0,0.0,1,4,0,6,1,1,1,0,A,W,2016,1610612764,0,0,0,0,0,0,0,0,17,23,8,0,0,0,5,0.0,10.58823529,0,2.117647059,0,jakob-poeltl-1,70,1883,,,,0.2,15763,21600055,22016,77,1610612764,1610612761,2016-11-02,1900-01-01 19:00:00,1900-01-01 19:00:00,55,19581.0,0
324072,21600071,1627751,1610612761,Jakob,Poeltl,20,1,4,0.25,0,0,0,2,2,1.0,4,2,0,2,1,1,0,4,H,W,2016,1610612748,0,0,0,0,2,0,0,0,20,4,6,1,0,2,6,7.2,10.8,0,1.8,1.8,jakob-poeltl-1,70,1883,,,,4.2,15779,21600071,22016,116,1610612761,1610612748,2016-11-04,1900-01-01 19:30:00,1900-01-01 19:30:00,71,19800.0,0
324177,21600076,1627773,1610612742,AJ,Hammons,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,H,L,2016,1610612757,0,0,0,0,0,0,0,0,0,34,-2,0,0,0,0,0.0,0.0,0,0,0,aj-hammons-1,132,3207,,,,0,15784,21600076,22016,193,1610612742,1610612757,2016-11-04,1900-01-01 20:30:00,1900-01-01 19:30:00,76,19475.0,0
324202,21600077,1627879,1610612759,Nicolas,Laprovittola,18,0,6,0,0,4,0,2,2,1.0,0,1,1,3,0,3,0,2,A,W,2016,1610612762,0,0,0,0,0,0,0,0,18,22,-3,0,0,0,1,4.0,2.0,2,0,0,nicolas-laprovittola-1,,,34,931,2,-5.4,15785,21600077,22016,596,1610612762,1610612759,2016-11-04,1900-01-01 21:00:00,1900-01-01 19:00:00,77,19911.0,0
324416,21600086,1627879,1610612759,Nicolas,Laprovittola,22,4,5,0.8,3,4,0.75,0,0,0.0,1,1,5,1,0,2,0,11,H,L,2016,1610612746,0,0,0,0,2,3,0,0,21,56,-7,0,3,2,2,18.0,3.272727273,8.181818182,0,0,nicolas-laprovittola-1,,,34,931,2,11.2,15794,21600086,22016,199,1610612759,1610612746,2016-11-05,1900-01-01 20:30:00,1900-01-01 19:30:00,86,18418.0,0
324474,21600089,1627751,1610612761,Jakob,Poeltl,18,3,4,0.75,0,0,0,0,0,0.0,2,2,2,6,0,0,0,6,H,L,2016,1610612758,0,0,0,0,4,0,0,0,18,26,-7,0,0,2,4,12.0,8.0,4,0,0,jakob-poeltl-1,70,1883,,,,5.4,15797,21600089,22016,116,1610612761,1610612758,2016-11-06,1900-01-01 18:00:00,1900-01-01 18:00:00,89,19800.0,0
324970,21600112,1627751,1610612761,Jakob,Poeltl,19,2,4,0.5,0,0,0,0,0,0.0,2,0,0,3,0,1,1,4,A,W,2016,1610612760,0,0,0,0,4,0,0,0,19,2,-20,1,0,0,2,7.578947368,3.789473684,0,0,1.894736842,jakob-poeltl-1,70,1883,,,,1.9,15820,21600112,22016,196,1610612760,1610612761,2016-11-09,1900-01-01 20:00:00,1900-01-01 19:00:00,112,,0
325014,21600114,1627879,1610612759,Nicolas,Laprovittola,14,2,5,0.4,1,2,0.5,0,0,0.0,0,0,0,0,1,1,0,5,H,L,2016,1610612745,0,0,0,0,2,2,0,0,14,20,-7,1,2,0,0,12.85714286,0.0,0,2.571428571,2.571428571,nicolas-laprovittola-1,,,34,931,2,2.3,15822,21600114,22016,199,1610612759,1610612745,2016-11-09,1900-01-01 21:30:00,1900-01-01 20:30:00,114,18418.0,0
325058,21600116,1627773,1610612742,AJ,Hammons,6,3,5,0.6,1,1,1,2,2,1.0,2,1,0,1,0,0,0,9,A,L,2016,1610612744,0,0,0,0,2,0,0,0,6,6,-1,0,0,2,3,54.0,18.0,0,0,0,aj-hammons-1,132,3207,,,,8,15824,21600116,22016,71,1610612744,1610612742,2016-11-09,1900-01-01 22:30:00,1900-01-01 19:30:00,116,19596.0,0
325704,21600146,1627773,1610612742,AJ,Hammons,3,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,A,L,2016,1610612752,0,0,0,0,0,0,0,0,3,20,3,0,0,0,1,0.0,12.0,0,0,0,aj-hammons-1,132,3207,,,,1,15854,21600146,22016,30,1610612752,1610612742,2016-11-14,1900-01-01 19:30:00,1900-01-01 19:30:00,146,19812.0,0
326450,21600180,1627773,1610612742,AJ,Hammons,3,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,H,L,2016,1610612763,0,0,0,0,0,0,0,0,3,12,0,0,0,0,1,0.0,12.0,0,0,0,aj-hammons-1,132,3207,,,,1,15888,21600180,22016,193,1610612742,1610612763,2016-11-18,1900-01-01 20:30:00,1900-01-01 19:30:00,180,19715.0,0
326471,21600181,1627751,1610612761,Jakob,Poeltl,16,2,2,1,0,0,0,2,3,0.667,2,4,0,2,1,0,0,6,A,W,2016,1610612743,0,0,0,0,4,0,0,0,15,52,-2,0,0,4,6,13.5,13.5,0,2.25,0,jakob-poeltl-1,70,1883,,,,7.8,15889,21600181,22016,139,1610612743,1610612761,2016-11-18,1900-01-01 21:00:00,1900-01-01 19:00:00,181,12476.0,0
326496,21600182,1627879,1610612759,Nicolas,Laprovittola,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,A,W,2016,1610612747,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0.0,0.0,0,0,0,nicolas-laprovittola-1,,,34,931,2,0,15890,21600182,22016,137,1610612747,1610612759,2016-11-18,1900-01-01 22:30:00,1900-01-01 19:30:00,182,18997.0,0
327303,21600220,1627773,1610612742,AJ,Hammons,3,0,1,0,0,0,0,0,0,0.0,2,0,1,0,0,0,0,0,H,L,2016,1610612746,0,0,0,0,0,0,0,0,3,26,9,0,0,0,2,0.0,24.0,12,0,0,aj-hammons-1,132,3207,,,,1.4,15928,21600220,22016,193,1610612742,1610612746,2016-11-23,1900-01-01 20:30:00,1900-01-01 19:30:00,220,20042.0,0
327463,21600227,1627773,1610612742,AJ,Hammons,6,0,1,0,0,0,0,0,2,0.0,0,1,0,0,0,0,0,0,A,L,2016,1610612739,0,0,0,0,0,0,0,0,6,1,1,1,0,0,1,0.0,6.0,0,0,6,aj-hammons-1,132,3207,,,,-1.2,15935,21600227,22016,22,1610612739,1610612742,2016-11-25,1900-01-01 19:30:00,1900-01-01 19:30:00,227,20562.0,0
327752,21600240,1627879,1610612759,Nicolas,Laprovittola,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,A,W,2016,1610612764,0,0,0,0,0,0,0,0,1,7,-3,0,0,0,0,0.0,0.0,0,0,0,nicolas-laprovittola-1,,,34,931,2,0,15948,21600240,22016,77,1610612764,1610612759,2016-11-26,1900-01-01 19:00:00,1900-01-01 19:00:00,240,17066.0,0
328041,21600254,1627751,1610612761,Jakob,Poeltl,4,0,0,0,0,0,0,2,4,0.5,1,0,0,1,0,1,0,2,H,W,2016,1610612755,0,0,0,0,0,0,0,0,3,34,0,0,2,2,1,18.0,9.0,0,0,0,jakob-poeltl-1,70,1883,,,,0.5,15962,21600254,22016,116,1610612761,1610612755,2016-11-28,1900-01-01 19:30:00,1900-01-01 19:30:00,254,19800.0,0
328434,21600272,1627879,1610612759,Nicolas,Laprovittola,19,3,6,0.5,1,3,0.333,0,0,0.0,0,1,0,2,0,1,0,7,A,W,2016,1610612742,0,0,0,0,4,2,0,0,18,49,-5,0,0,3,1,13.26315789,1.894736842,0,0,0,nicolas-laprovittola-1,,,34,931,2,2.5,15980,21600272,22016,193,1610612742,1610612759,2016-11-30,1900-01-01 20:30:00,1900-01-01 19:30:00,272,19245.0,0
328694,21600284,1627751,1610612761,Jakob,Poeltl,6,0,1,0,0,0,0,0,0,0.0,0,2,2,1,0,0,0,0,H,W,2016,1610612747,0,0,0,0,0,0,0,0,5,38,7,0,0,0,2,0.0,12.0,12,0,0,jakob-poeltl-1,70,1883,,,,0.9,15992,21600284,22016,116,1610612761,1610612747,2016-12-02,1900-01-01 19:30:00,1900-01-01 19:30:00,284,19800.0,0
328797,21600289,1627879,1610612759,Nicolas,Laprovittola,20,2,5,0.4,1,3,0.333,2,2,1.0,0,1,3,3,2,2,0,7,H,W,2016,1610612764,0,0,0,0,2,2,0,0,20,14,-9,0,7,0,1,12.6,1.8,5.4,3.6,0,nicolas-laprovittola-1,,,34,931,2,5.5,15997,21600289,22016,199,1610612759,1610612764,2016-12-02,1900-01-01 20:30:00,1900-01-01 19:30:00,289,18418.0,0
328883,21600293,1627751,1610612761,Jakob,Poeltl,4,1,2,0.5,0,0,0,0,1,0.0,1,0,0,0,1,0,1,2,H,W,2016,1610612737,0,0,0,0,2,2,0,0,4,10,6,0,2,0,1,18.0,9.0,0,9,0,jakob-poeltl-1,70,1883,,,,3,16001,21600293,22016,116,1610612761,1610612737,2016-12-03,1900-01-01 19:30:00,1900-01-01 19:30:00,293,19800.0,0
328949,21600296,1627773,1610612742,AJ,Hammons,2,1,2,0.5,0,0,0,0,0,0.0,0,1,0,0,0,0,0,2,H,W,2016,1610612741,0,0,0,0,0,0,0,0,2,11,5,1,0,2,1,36.0,18.0,0,0,18,aj-hammons-1,132,3207,,,,1.3,16004,21600296,22016,193,1610612742,1610612741,2016-12-03,1900-01-01 20:30:00,1900-01-01 19:30:00,296,19857.0,0
329221,21600309,1627879,1610612759,Nicolas,Laprovittola,9,1,3,0.333,1,2,0.5,0,0,0.0,0,0,5,2,0,1,0,3,A,W,2016,1610612749,0,0,0,0,0,0,0,0,8,44,9,0,0,0,0,12.0,0.0,20,0,0,nicolas-laprovittola-1,,,34,931,2,3,16017,21600309,22016,5,1610612749,1610612759,2016-12-05,1900-01-01 20:00:00,1900-01-01 19:00:00,309,14256.0,0
329425,21600319,1627879,1610612759,Nicolas,Laprovittola,21,4,5,0.8,2,3,0.667,0,0,0.0,0,0,2,4,0,3,0,10,A,W,2016,1610612750,0,0,0,0,2,2,0,0,21,5,-15,1,2,0,0,17.14285714,0.0,3.428571429,0,1.714285714,nicolas-laprovittola-1,,,34,931,2,4.9,16027,21600319,22016,61,1610612750,1610612759,2016-12-06,1900-01-01 20:00:00,1900-01-01 19:00:00,319,12585.0,0
329617,21600328,1627773,1610612742,AJ,Hammons,11,0,2,0,0,0,0,0,2,0.0,0,5,0,1,0,0,2,0,H,L,2016,1610612758,0,0,0,0,0,0,0,0,10,47,-10,1,0,0,5,0.0,16.36363636,0,0,3.272727273,aj-hammons-1,132,3207,,,,0.3,16036,21600328,22016,193,1610612742,1610612758,2016-12-07,1900-01-01 20:30:00,1900-01-01 19:30:00,328,19711.0,0
330112,21600352,1627773,1610612742,AJ,Hammons,4,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,A,L,2016,1610612745,0,0,0,0,0,0,0,0,3,59,-6,0,0,0,1,0.0,9.0,0,0,0,aj-hammons-1,132,3207,,,,0.3,16060,21600352,22016,215,1610612745,1610612742,2016-12-10,1900-01-01 20:00:00,1900-01-01 19:00:00,352,15761.0,0
330139,21600353,1627879,1610612759,Nicolas,Laprovittola,12,1,4,0.25,1,2,0.5,0,0,0.0,0,0,4,0,0,1,1,3,H,W,2016,1610612751,0,0,0,0,0,0,0,0,12,0,-4,0,3,0,0,9.0,0.0,12,0,0,nicolas-laprovittola-1,,,34,931,2,3.1,16061,21600353,22016,199,1610612759,1610612751,2016-12-10,1900-01-01 20:30:00,1900-01-01 19:30:00,353,18418.0,0
330327,21600362,1627751,1610612761,Jakob,Poeltl,3,1,1,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,2,H,W,2016,1610612749,0,0,0,0,2,0,0,0,2,36,2,0,0,2,1,24.0,12.0,0,0,0,jakob-poeltl-1,70,1883,,,,2.4,16070,21600362,22016,116,1610612761,1610612749,2016-12-12,1900-01-01 19:30:00,1900-01-01 19:30:00,362,19800.0,0
330391,21600365,1627773,1610612742,AJ,Hammons,3,1,2,0.5,1,1,1,0,0,0.0,0,0,0,1,0,0,0,3,H,W,2016,1610612743,0,0,0,0,0,0,0,0,3,29,-8,0,0,0,0,36.0,0.0,0,0,0,aj-hammons-1,132,3207,,,,1.6,16073,21600365,22016,193,1610612742,1610612743,2016-12-12,1900-01-01 20:30:00,1900-01-01 19:30:00,365,19425.0,0
330591,21600374,1627751,1610612761,Jakob,Poeltl,7,0,1,0,0,0,0,0,0,0.0,0,0,0,3,0,0,0,0,A,W,2016,1610612755,0,0,0,0,0,0,0,0,6,52,-7,0,0,0,0,0.0,0.0,0,0,0,jakob-poeltl-1,70,1883,,,,-1.9,16082,21600374,22016,419,1610612755,1610612761,2016-12-14,1900-01-01 19:00:00,1900-01-01 19:00:00,374,16192.0,0
330735,21600381,1627773,1610612742,AJ,Hammons,1,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,H,L,2016,1610612765,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0.0,0.0,0,0,0,aj-hammons-1,132,3207,,,,-0.8,16089,21600381,22016,193,1610612742,1610612765,2016-12-14,1900-01-01 20:30:00,1900-01-01 19:30:00,381,19687.0,0
330785,21600383,1627879,1610612759,Nicolas,Laprovittola,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,H,W,2016,1610612738,0,0,0,0,0,0,0,0,0,26,-2,0,0,0,0,0.0,0.0,0,0,0,nicolas-laprovittola-1,,,34,931,2,-1,16091,21600383,22016,199,1610612759,1610612738,2016-12-14,1900-01-01 21:30:00,1900-01-01 20:30:00,383,18418.0,0
330870,21600387,1627879,1610612759,Nicolas,Laprovittola,3,1,1,1,0,0,0,2,2,1.0,0,0,1,0,0,0,0,4,A,W,2016,1610612756,0,0,0,0,2,0,0,0,2,50,-2,0,0,0,0,48.0,0.0,12,0,0,nicolas-laprovittola-1,,,34,931,2,4.4,16095,21600387,22016,584,1610612756,1610612759,2016-12-15,1900-01-01 21:00:00,1900-01-01 19:00:00,387,17165.0,0
331104,21600398,1627773,1610612742,AJ,Hammons,3,1,1,1,1,1,1,0,0,0.0,0,1,0,3,0,1,0,3,A,L,2016,1610612762,0,0,0,0,0,0,0,0,3,7,1,0,0,0,1,36.0,12.0,0,0,0,aj-hammons-1,132,3207,,,,0.8,16106,21600398,22016,596,1610612762,1610612742,2016-12-16,1900-01-01 22:30:00,1900-01-01 20:30:00,398,18721.0,0
331345,21600409,1627751,1610612761,Jakob,Poeltl,5,0,1,0,0,0,0,0,2,0.0,1,1,0,0,1,0,0,0,A,W,2016,1610612753,0,0,0,0,0,0,0,0,5,23,-3,0,0,0,2,0.0,14.4,0,7.2,0,jakob-poeltl-1,70,1883,,,,0.5,16117,21600409,22016,430,1610612753,1610612761,2016-12-18,1900-01-01 18:00:00,1900-01-01 18:00:00,409,17251.0,0
331387,21600411,1627773,1610612742,AJ,Hammons,16,0,4,0,0,1,0,0,2,0.0,0,3,0,4,0,0,2,0,H,W,2016,1610612758,0,0,0,0,0,0,0,0,15,52,12,1,0,0,3,0.0,6.75,0,0,2.25,aj-hammons-1,132,3207,,,,-2.9,16119,21600411,22016,193,1610612742,1610612758,2016-12-18,1900-01-01 16:00:00,1900-01-01 15:00:00,411,,0
331415,21600412,1627879,1610612759,Nicolas,Laprovittola,4,0,1,0,0,0,0,0,0,0.0,0,1,1,0,0,1,0,0,H,W,2016,1610612740,0,0,0,0,0,0,0,0,4,22,-3,0,0,0,1,0.0,9.0,9,0,0,nicolas-laprovittola-1,,,34,931,2,-0.7,16120,21600412,22016,199,1610612759,1610612740,2016-12-18,1900-01-01 19:00:00,1900-01-01 18:00:00,412,18615.0,0
331522,21600417,1627773,1610612742,AJ,Hammons,5,2,3,0.667,1,2,0.5,0,0,0.0,1,0,0,0,0,2,0,5,A,L,2016,1610612743,0,0,0,0,2,0,0,0,5,20,9,0,3,0,1,36.0,7.2,0,0,0,aj-hammons-1,132,3207,,,,2.4,16125,21600417,22016,139,1610612743,1610612742,2016-12-19,1900-01-01 21:00:00,1900-01-01 19:00:00,417,12581.0,0
331587,21600420,1627751,1610612761,Jakob,Poeltl,5,0,1,0,0,0,0,0,2,0.0,1,1,0,0,0,0,0,0,H,W,2016,1610612751,0,0,0,0,0,0,0,0,5,3,-5,0,0,0,2,0.0,14.4,0,0,0,jakob-poeltl-1,70,1883,,,,-0.5,16128,21600420,22016,116,1610612761,1610612751,2016-12-20,1900-01-01 19:30:00,1900-01-01 19:30:00,420,19800.0,0
332306,21600454,1627879,1610612759,Nicolas,Laprovittola,2,0,1,0,0,1,0,0,0,0.0,0,0,0,0,1,1,0,0,A,W,2016,1610612757,0,0,0,0,0,0,0,0,2,18,-1,0,0,0,0,0.0,0.0,0,18,0,nicolas-laprovittola-1,,,34,931,2,-0.7,16162,21600454,22016,51,1610612757,1610612759,2016-12-23,1900-01-01 22:00:00,1900-01-01 19:00:00,454,19393.0,0
332559,21600466,1627773,1610612742,AJ,Hammons,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,A,L,2016,1610612740,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0.0,0.0,0,0,0,aj-hammons-1,132,3207,,,,0,16174,21600466,22016,160,1610612740,1610612742,2016-12-26,1900-01-01 20:00:00,1900-01-01 19:00:00,466,15764.0,0
333297,21600501,1627773,1610612742,AJ,Hammons,6,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,A,L,2016,1610612744,0,0,0,0,2,2,0,0,6,21,9,0,0,0,0,12.0,0.0,0,0,0,aj-hammons-1,132,3207,,,,1.7,16209,21600501,22016,71,1610612744,1610612742,2016-12-30,1900-01-01 22:30:00,1900-01-01 19:30:00,501,19596.0,0
333536,21600512,1627751,1610612761,Jakob,Poeltl,9,1,1,1,0,0,0,2,2,1.0,1,1,0,2,0,0,0,4,A,W,2016,1610612747,0,0,0,0,2,0,0,0,8,47,15,0,0,2,2,16.0,8.0,0,0,0,jakob-poeltl-1,70,1883,,,,3.9,16220,21600512,22016,137,1610612747,1610612761,2017-01-01,1900-01-01 21:30:00,1900-01-01 18:30:00,512,18997.0,0
333799,21600525,1627751,1610612761,Jakob,Poeltl,26,1,4,0.25,0,0,0,2,4,0.5,6,3,0,2,2,2,0,4,A,L,2016,1610612759,0,0,0,0,2,0,0,0,25,34,-8,1,0,3,9,5.538461538,12.46153846,0,2.769230769,1.384615385,jakob-poeltl-1,70,1883,,,,5.1,16233,21600525,22016,199,1610612759,1610612761,2017-01-03,1900-01-01 20:30:00,1900-01-01 19:30:00,525,18418.0,0
334051,21600537,1627751,1610612761,Jakob,Poeltl,6,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,H,W,2016,1610612762,0,0,0,0,0,0,0,0,6,18,-5,0,0,0,1,0.0,6.0,0,0,0,jakob-poeltl-1,70,1883,,,,1,16245,21600537,22016,116,1610612761,1610612762,2017-01-05,1900-01-01 19:30:00,1900-01-01 19:30:00,537,19800.0,0
334396,21600554,1627751,1610612761,Jakob,Poeltl,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,A,L,2016,1610612741,0,0,0,0,0,0,0,0,1,25,5,0,0,0,1,0.0,36.0,0,0,0,jakob-poeltl-1,70,1883,,,,0.3,16262,21600554,22016,66,1610612741,1610612761,2017-01-07,1900-01-01 20:00:00,1900-01-01 19:00:00,554,21195.0,0
334763,21600572,1627751,1610612761,Jakob,Poeltl,6,1,1,1,0,0,0,0,0,0.0,0,0,0,1,0,1,0,2,H,W,2016,1610612738,0,0,0,0,2,0,0,0,6,28,-8,0,0,0,0,12.0,0.0,0,0,0,jakob-poeltl-1,70,1883,,,,0.3,16280,21600572,22016,116,1610612761,1610612738,2017-01-10,1900-01-01 19:30:00,1900-01-01 19:30:00,572,19800.0,0
335205,21600592,1627751,1610612761,Jakob,Poeltl,8,1,2,0.5,0,0,0,2,2,1.0,1,0,0,3,1,0,0,4,H,W,2016,1610612751,0,0,0,0,2,0,0,0,8,23,-5,0,0,0,1,18.0,4.5,0,4.5,0,jakob-poeltl-1,70,1883,,,,3.5,16300,21600592,22016,116,1610612761,1610612751,2017-01-13,1900-01-01 19:30:00,1900-01-01 19:30:00,592,19800.0,0
335507,21600606,1627751,1610612761,Jakob,Poeltl,4,0,1,0,0,0,0,0,0,0.0,0,0,0,5,0,1,0,0,H,W,2016,1610612752,0,0,0,0,0,0,0,0,3,56,-14,1,0,0,0,0.0,0.0,0,0,9,jakob-poeltl-1,70,1883,,,,-3.7,16314,21600606,22016,116,1610612761,1610612752,2017-01-15,1900-01-01 15:00:00,1900-01-01 15:00:00,606,19800.0,0
335853,21600622,1627751,1610612761,Jakob,Poeltl,15,1,1,1,0,0,0,0,0,0.0,0,2,1,2,0,1,1,2,A,W,2016,1610612751,0,0,0,0,2,0,0,0,14,49,5,0,0,0,2,4.8,4.8,2.4,0,0,jakob-poeltl-1,70,1883,,,,1.9,16330,21600622,22016,461,1610612751,1610612761,2017-01-17,1900-01-01 19:30:00,1900-01-01 19:30:00,622,12874.0,0
335955,21600627,1627751,1610612761,Jakob,Poeltl,4,0,0,0,0,0,0,0,0,0.0,0,1,0,2,0,0,0,0,A,L,2016,1610612755,0,0,0,0,0,0,0,0,3,52,-3,0,0,0,1,0.0,9.0,0,0,0,jakob-poeltl-1,70,1883,,,,-0.5,16335,21600627,22016,419,1610612755,1610612761,2017-01-18,1900-01-01 19:00:00,1900-01-01 19:00:00,627,17223.0,0
336276,21600642,1627751,1610612761,Jakob,Poeltl,9,0,0,0,0,0,0,0,0,0.0,1,3,0,3,0,1,1,0,A,L,2016,1610612766,0,0,0,0,0,0,0,0,9,7,-12,0,0,0,4,0.0,16.0,0,0,0,jakob-poeltl-1,70,1883,,,,0.1,16350,21600642,22016,9,1610612766,1610612761,2017-01-20,1900-01-01 19:00:00,1900-01-01 19:00:00,642,18378.0,0
338155,21600732,1627751,1610612761,Jakob,Poeltl,9,2,2,1,0,0,0,0,0,0.0,3,1,0,1,0,0,0,4,A,L,2016,1610612738,0,0,0,0,4,0,0,0,9,27,-4,0,0,4,4,16.0,16.0,0,0,0,jakob-poeltl-1,70,1883,,,,5.4,16440,21600732,22016,17,1610612738,1610612761,2017-02-01,1900-01-01 19:30:00,1900-01-01 19:30:00,732,18624.0,0
338852,21600765,1627751,1610612761,Jakob,Poeltl,7,0,1,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0,0,A,W,2016,1610612751,0,0,0,0,0,0,0,0,7,20,-5,0,0,0,0,0.0,0.0,0,0,0,jakob-poeltl-1,70,1883,,,,-1.5,16473,21600765,22016,461,1610612751,1610612761,2017-02-05,1900-01-01 12:00:00,1900-01-01 12:00:00,765,14245.0,0
338975,21600771,1627751,1610612761,Jakob,Poeltl,9,1,2,0.5,0,0,0,1,1,1.0,1,2,0,2,0,1,0,3,H,W,2016,1610612746,0,0,0,0,2,0,0,0,9,19,1,0,0,3,3,12.0,12.0,0,0,0,jakob-poeltl-1,70,1883,,,,1.5,16479,21600771,22016,116,1610612761,1610612746,2017-02-06,1900-01-01 19:30:00,1900-01-01 19:30:00,771,19800.0,0
339386,21600790,1627751,1610612761,Jakob,Poeltl,16,2,2,1,0,0,0,0,0,0.0,1,3,1,1,1,0,0,4,A,L,2016,1610612750,0,0,0,0,4,0,0,0,15,37,3,0,0,0,4,9.0,9.0,2.25,2.25,0,jakob-poeltl-1,70,1883,,,,6.3,16498,21600790,22016,61,1610612750,1610612761,2017-02-08,1900-01-01 20:00:00,1900-01-01 19:00:00,790,13832.0,0
339977,21600818,1627751,1610612761,Jakob,Poeltl,20,2,3,0.667,0,0,0,1,2,0.5,2,2,0,2,1,0,0,5,H,L,2016,1610612765,0,0,0,0,4,0,0,0,19,31,8,1,0,0,4,9.0,7.2,0,1.8,1.8,jakob-poeltl-1,70,1883,,,,5.5,16526,21600818,22016,116,1610612761,1610612765,2017-02-12,1900-01-01 18:00:00,1900-01-01 18:00:00,818,19800.0,0
340245,21600831,1627751,1610612761,Jakob,Poeltl,18,2,2,1,0,0,0,0,0,0.0,0,1,1,1,0,1,1,4,A,L,2016,1610612741,0,0,0,0,4,0,0,0,17,52,-3,0,0,0,1,8.0,2.0,2,0,0,jakob-poeltl-1,70,1883,,,,3.7,16539,21600831,22016,66,1610612741,1610612761,2017-02-14,1900-01-01 20:00:00,1900-01-01 19:00:00,831,21220.0,0
340374,21600837,1627751,1610612761,Jakob,Poeltl,12,1,3,0.333,0,0,0,0,0,0.0,2,4,2,2,0,2,0,2,H,W,2016,1610612766,0,0,0,0,2,0,0,0,12,0,22,0,0,0,6,6.0,18.0,6,0,0,jakob-poeltl-1,70,1883,,,,1.5,16545,21600837,22016,116,1610612761,1610612766,2017-02-15,1900-01-01 19:30:00,1900-01-01 19:30:00,837,19800.0,0
